"","term","df","sumsq","meansq","statistic","p.value","p_BH","significant"
"1829","X3165_284.133_1.521_NA",6,28.6173132793084,4.76955221321807,5.48688516530669,3.18652534423582e-05,0.000158402889173276,"Significant"
"1830","X73662_457.257_9.649_NA;Spectral Match to 1-Myristoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14",6,28.6110892050855,4.76851486751426,5.48546477076994,3.19666133201244e-05,0.000158819917107416,"Significant"
"1831","X82340_760.571_10.688_NA",6,28.5850181627574,4.7641696937929,5.4795163816727,3.23946185194997e-05,0.000160818281173186,"Significant"
"1832","X48817_287.055_6.39_NA",6,28.5844376902289,4.76407294837148,5.4793839640802,3.24042115166385e-05,0.000160818281173186,"Significant"
"1833","X90589_587.548_12.571_NA",6,28.5559842946116,4.7593307157686,5.47289441834859,3.28778561307257e-05,0.000163079906132329,"Significant"
"1834","X90237_705.5_12.378_NA",6,28.5548266934055,4.75913778223426,5.47263044889216,3.28972684808608e-05,0.000163087221934562,"Significant"
"1835","X53106_429.311_6.859_NA",6,28.5456496588219,4.75760827647031,5.47053794033165,3.30515592844831e-05,0.000163762821261319,"Significant"
"1836","X69976_307.19_9.17_NA",6,28.5315648113749,4.75526080189582,5.46732686956373,3.32897401636228e-05,0.000164853114143605,"Significant"
"1837","X58397_424.232_7.575_NA",6,28.5275680977305,4.75459468295509,5.46641580622201,3.33576312677645e-05,0.000165099392208228,"Significant"
"1838","X13581_349.184_3.226_NA",6,28.5250820089485,4.75418033482475,5.46584911894481,3.3399930026548e-05,0.000165218805115002,"Significant"
"1839","X23088_388.254_4.248_NA",6,28.5179521365088,4.75299202275147,5.46422401615586,3.35215298587865e-05,0.000165730151971771,"Significant"
"1840","X88992_800.521_11.863_NA;Spectral Match to 1-Hexadecyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14",6,28.5148642218983,4.75247737031639,5.4635202394812,3.35743283328407e-05,0.000165900974566406,"Significant"
"1841","X23961_274.156_4.176_NA",6,28.5079205735812,4.75132009559687,5.46193779547151,3.36933507645897e-05,0.000166398666567979,"Significant"
"1842","X11830_222.185_3.048_NA",6,28.4726889449649,4.74544815749415,5.45391082516801,3.43036449888458e-05,0.00016932070588414,"Significant"
"1843","X91788_705.5_12.816_NA",6,28.4605024267443,4.74341707112404,5.45113519397215,3.45172478543747e-05,0.000170282592236557,"Significant"
"1844","X91480_776.27_12.746_NA;2,2,6b,9,9,12a-hexamethyl-4a-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-10-(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-6a-carboxylic acid",6,28.4570728222305,4.74284547037175,5.45035413988866,3.45775952552591e-05,0.000170487796128425,"Significant"
"1845","X60335_317.211_7.771_NA",6,28.4541233212753,4.74235388687922,5.44968245248558,3.46295771879087e-05,0.000170651553275049,"Significant"
"1846","X81847_333.242_10.525_NA",6,28.3997389513211,4.73328982522019,5.4373022600433,3.56018440358751e-05,0.000175339474551459,"Significant"
"1847","X55283_281.174_7.137_NA;Massbank:AC000281 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",6,28.3987677674868,4.7331279612478,5.43708125861597,3.56194467110145e-05,0.000175339474551459,"Significant"
"1848","X80328_720.343_10.348_NA",6,28.3957805774278,4.73263009623796,5.43640151509895,3.56736427529181e-05,0.000175511233717279,"Significant"
"1849","X25484_227.128_4.307_NA;Jasmonic Acid",6,28.376677539275,4.72944625654584,5.43205520244565,3.60221356723981e-05,0.000177129939174388,"Significant"
"1850","X66987_307.19_8.696_NA",6,28.3693182767252,4.72821971278754,5.43038112125767,3.61572748762327e-05,0.000177698347662004,"Significant"
"1851","X74705_363.216_9.807_NA",6,28.3680000749986,4.72800001249977,5.43008127469401,3.61815334593564e-05,0.000177721503086153,"Significant"
"1852","X74202_564.305_9.673_NA;AC1NSO0W CollisionEnergy:102040",6,28.3616339709742,4.72693899516237,5.42863327397962,3.62989115191838e-05,0.000178201783764805,"Significant"
"1853","X79080_336.253_10.203_NA;NCGC00384809-01!5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847958]",6,28.3092602343911,4.71821003906518,5.41672526147199,3.72788025633984e-05,0.000182913584946799,"Significant"
"1854","X86028_306.263_11.023_NA",6,28.2878456387648,4.71464093979413,5.41185869209613,3.76868626787288e-05,0.000184816049339268,"Significant"
"1855","X74840_356.279_9.86_NA",6,28.2729224772842,4.71215374621403,5.40846814980652,3.7973803735813e-05,0.000186122815938551,"Significant"
"1856","X72256_539.21_9.45_NA",6,28.2514469065132,4.70857448441886,5.40359007823644,3.83904830053129e-05,0.000188063723860078,"Significant"
"1857","X83063_655.435_10.596_NA",6,28.2174469118121,4.70290781863535,5.3958699860193,3.90593170086612e-05,0.000191184815539348,"Significant"
"1858","X77288_800.5_10.02_NA",6,28.2169253930559,4.70282089884265,5.39575159626245,3.90696642402231e-05,0.000191184815539348,"Significant"
"1859","X81739_283.169_10.507_NA;Spectral Match to 12(S)-Hydroxy-16-heptadecynoic acid from NIST14",6,28.1863167353981,4.69771945589968,5.38880457182891,3.96816710096527e-05,0.000194075176341991,"Significant"
"1860","X60188_207.186_7.752_NA",6,28.1548421634626,4.69247369391044,5.38166395719647,4.03207554352184e-05,0.000197094789471508,"Significant"
"1861","X62647_207.186_8.074_NA",6,28.1433279641958,4.69055466069931,5.37905248306411,4.05570516042365e-05,0.000198143317133648,"Significant"
"1862","X43110_533.214_5.81_NA",6,28.1398824410796,4.6899804068466,5.37827109983241,4.06280237413572e-05,0.000198375257953243,"Significant"
"1863","X79213_634.306_10.218_NA",6,28.1389057599849,4.68981762666415,5.37804961246062,4.06481638326982e-05,0.000198375257953243,"Significant"
"1864","X82420_648.43_10.588_NA;NCGC00385384-01![(6R)-6-hydroxy-2-methyl-5-oxo-6-[(2S,3S,9R,13R,14S,16R)-2,3,16-trihydroxy-4,4,9,13,14-pentamethyl-11-oxo-1,2,3,7,8,10,12,15,16,17-decahydrocyclopenta[a]phenanthren-17-yl]heptan-2-yl] acetate",6,28.1072644508469,4.68454407514115,5.37087568894544,4.13059396104285e-05,0.000201477254795073,"Significant"
"1865","X57338_397.222_7.391_NA",6,28.0867012251914,4.68111687086523,5.36621507338535,4.17389806614375e-05,0.000203480328243319,"Significant"
"1866","X79414_996.463_10.236_NA",6,28.0782751706319,4.67971252843865,5.36430569114691,4.19177030017673e-05,0.000204242098441623,"Significant"
"1867","X77698_548.268_10.036_NA",6,28.0654884745725,4.67758141242874,5.36140857496229,4.21903462410839e-05,0.000205460432792681,"Significant"
"1868","X73725_493.279_9.664_NA",6,28.0451698538326,4.67419497563877,5.35680593991274,4.26271551926137e-05,0.000207476496258696,"Significant"
"1869","X86010_289.236_11.02_NA",6,28.0194466295396,4.66990777158993,5.35098081474593,4.31864920656398e-05,0.000210086455784268,"Significant"
"1870","X78959_429.263_10.191_NA",6,28.012192283002,4.66869871383367,5.34933839828378,4.33455253508593e-05,0.000210747335021397,"Significant"
"1871","X54301_442.861_7.011_NA",6,28.0092411868213,4.66820686447021,5.34867030208512,4.34103842544649e-05,0.000210949873672686,"Significant"
"1872","X74721_620.291_9.811_NA",6,28.0017602548906,4.66696004248176,5.34697681716183,4.35752244486919e-05,0.000211637788828796,"Significant"
"1873","X64196_497.373_8.298_NA",6,27.9951233183037,4.66585388638395,5.34547453090477,4.37219791238626e-05,0.000212237177893304,"Significant"
"1874","X82712_825.46_10.617_NA",6,27.9671014764523,4.66118357940872,5.33913317641841,4.43469323804063e-05,0.000215155981431512,"Significant"
"1875","X85211_504.389_10.91_NA",6,27.9290093405174,4.65483489008624,5.33051668271676,4.52104861342367e-05,0.000219228661297322,"Significant"
"1876","X90811_361.079_12.46_NA",6,27.925428069668,4.65423801161133,5.3297068177699,4.52925135457766e-05,0.000219509346033156,"Significant"
"1877","X15431_177.066_3.41_NA",6,27.9185188968421,4.65308648280702,5.328144492944,4.54511759734785e-05,0.000220160944033493,"Significant"
"1878","X72642_516.308_9.453_NA;Spectral Match to HEPC from NIST14",6,27.9155644648523,4.65259407747538,5.32747647070496,4.55191871931258e-05,0.000220372976549467,"Significant"
"1879","X69285_350.232_9.149_NA",6,27.8842356112729,4.64737260187881,5.32039435711586,4.62465221860756e-05,0.000223775082339436,"Significant"
"1880","X22396_167.106_4.158_NA",6,27.8818088695851,4.64696814493086,5.31984589717099,4.6303333016623e-05,0.000223930799886775,"Significant"
"1881","X61406_185.132_7.912_NA",6,27.874515427738,4.64575257128967,5.31819763627497,4.64744854579932e-05,0.00022463903337803,"Significant"
"1882","X1935_166.086_0.929_NA",6,27.8543459068617,4.64239098447695,5.31364031029042,4.69510190893424e-05,0.00022677089044602,"Significant"
"1883","X78464_413.252_10.138_NA",6,27.8537395533092,4.64228992555153,5.31350332285378,4.69654186878416e-05,0.00022677089044602,"Significant"
"1884","X37470_652.41_5.316_NA",6,27.8360748080062,4.63934580133437,5.30951298473794,4.73868167382557e-05,0.000228684149566996,"Significant"
"1885","X62063_337.237_8.12_NA",6,27.8326956083547,4.63878260139246,5.30874975425736,4.74678482826606e-05,0.000228953674581406,"Significant"
"1886","X90442_548.503_12.339_NA",6,27.8280681503203,4.63801135838672,5.30770464585157,4.75790320081382e-05,0.000229368270953337,"Significant"
"1887","X77289_805.455_10.008_NA",6,27.819743550927,4.63662392515449,5.30582470153394,4.77796873981126e-05,0.000230213522959004,"Significant"
"1888","X70143_319.226_9.146_NA",6,27.8136134150219,4.63560223583698,5.30444046527322,4.79279757243919e-05,0.000230805696655811,"Significant"
"1889","X352_285.144_0.629_Usujirene",6,27.8115417425862,4.63525695709771,5.30397268958579,4.79781911275197e-05,0.000230925205786876,"Significant"
"1890","X1401_333.116_0.756_NA",6,27.8089904948635,4.63483174914392,5.30339664525262,4.80401015851205e-05,0.000231100848471913,"Significant"
"1891","X68592_497.373_8.961_NA",6,27.7888986753604,4.63148311256006,5.29886080753205,4.85303984839103e-05,0.000233336003710054,"Significant"
"1892","X88636_495.383_11.749_NA",6,27.7830733949916,4.6305122324986,5.29754594414383,4.86734631473794e-05,0.00023390017279914,"Significant"
"1893","X67574_585.269_8.794_NA",6,27.7809335847478,4.63015559745797,5.29706297855729,4.87261186934161e-05,0.000234029514612012,"Significant"
"1894","X79873_382.295_10.293_NA",6,27.7708287262401,4.62847145437336,5.29478244747564,4.897552728746e-05,0.000235086070529211,"Significant"
"1895","X76156_287.164_9.82_NA",6,27.7699283153672,4.62832138589454,5.2945792516021,4.89978116644143e-05,0.000235086070529211,"Significant"
"1896","X66541_358.201_8.639_NA",6,27.7654844494635,4.62758074157724,5.29357643907249,4.91079385374994e-05,0.000235490177839106,"Significant"
"1897","X69772_507.256_9.198_NA",6,27.7370155148108,4.62283591913513,5.28715347467367,4.98192050848885e-05,0.000238603026132325,"Significant"
"1898","X84337_600.416_10.795_NA;Spectral Match to Undecaethylene glycol from NIST14",6,27.7364768680858,4.62274614468097,5.28703197222488,4.98327591076884e-05,0.000238603026132325,"Significant"
"1899","X33570_534.311_4.993_NA",6,27.7363558087353,4.62272596812255,5.28700466500716,4.98358058320816e-05,0.000238603026132325,"Significant"
"1900","X82156_415.209_10.571_NA",6,27.7338188323962,4.6223031387327,5.28643241224376,4.98996962751297e-05,0.000238783178175516,"Significant"
"1901","X65302_463.216_8.457_NA",6,27.7195713095026,4.61992855158377,5.2832190280156,5.02599901506372e-05,0.000240380762992948,"Significant"
"1902","X86094_452.394_11.034_NA",6,27.7170956217878,4.61951593696463,5.282660723494,5.032285428943e-05,0.000240554884962933,"Significant"
"1903","X68843_643.257_9.006_NA",6,27.6556049233361,4.60926748722268,5.26879951441609,5.19091324459167e-05,0.000248007268627575,"Significant"
"1904","X62239_233.153_7.903_Massbank:NA003096 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one;1-methyl-4-(6-methylhept-5-en-2-yl)-2,3-dioxabicyclo[2.2.2]oct-5-ene",6,27.6326419741454,4.60544032902424,5.26362610348992,5.25139422837041e-05,0.000250765106745503,"Significant"
"1905","X54259_491.319_7.016_NA",6,27.6296474368559,4.60494123947599,5.26295156838603,5.25933192946119e-05,0.000251012314449665,"Significant"
"1906","X87239_287.236_11.289_NA",6,27.6226514752793,4.60377524587988,5.26137579564722,5.27792199503145e-05,0.000251767401777681,"Significant"
"1907","X74284_280.263_9.696_NA",6,27.6187468737231,4.60312447895384,5.26049638520785,5.28832540332071e-05,0.000252131382102737,"Significant"
"1908","X60937_412.165_7.857_NA",6,27.5894983053797,4.59824971756328,5.25391034462646,5.36689446500871e-05,0.000255743210041191,"Significant"
"1909","X2692_264.107_1.221_NA",6,27.5859807302309,4.59766345503849,5.25311844674389,5.37641999305559e-05,0.000256062915541443,"Significant"
"1910","X46519_301.899_6.105_NA",6,27.5825247184675,4.59708745307791,5.25234044421738,5.38579488317695e-05,0.000256238839768495,"Significant"
"1911","X62680_524.264_8.082_NA",6,27.5821024579756,4.59701707632927,5.25224538918354,5.38694141429951e-05,0.000256238839768495,"Significant"
"1912","X82258_692.457_10.571_NA",6,27.5815033075859,4.59691721793098,5.25211051538528,5.38856864977301e-05,0.000256238839768495,"Significant"
"1913","X72255_534.254_9.461_NA",6,27.5800103711371,4.59666839518951,5.25177444746175,5.39262541115975e-05,0.000256297701193228,"Significant"
"1914","X71786_279.195_9.46_NA",6,27.5666037468536,4.59443395780893,5.24875684206568,5.42918914518745e-05,0.000257900667231162,"Significant"
"1915","X62245_367.137_8.037_NA",6,27.5310579946052,4.58850966576754,5.24075867744234,5.52730823722888e-05,0.000262424472547702,"Significant"
"1916","X60625_235.169_7.784_NA;Massbank:NA003459 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",6,27.5236650379966,4.58727750633277,5.2390956567218,5.54793186380449e-05,0.00026326616130329,"Significant"
"1917","X83578_455.315_10.846_NA",6,27.515495324015,4.58591588733583,5.23725809584319,5.57080973946484e-05,0.000264144597249595,"Significant"
"1918","X21672_504.264_3.978_NA;Spectral Match to Undecaethylene glycol from NIST14",6,27.5149806616842,4.5858301102807,5.23714234281314,5.57225404228687e-05,0.000264144597249595,"Significant"
"1919","X64994_406.258_8.411_NA",6,27.5101235081861,4.58502058469769,5.23604995608774,5.58590274522585e-05,0.00026451952461883,"Significant"
"1920","X91639_316.32_12.745_NA",6,27.5100953227327,4.58501588712212,5.23604361730882,5.58598204210464e-05,0.00026451952461883,"Significant"
"1921","X67006_366.227_8.702_NA",6,27.5005187311732,4.58341978852887,5.23389002242512,5.61298851654611e-05,0.000265660029112115,"Significant"
"1922","X49438_257.081_6.458_NA",6,27.495311918676,4.582551986446,5.23271922271879,5.62772544041385e-05,0.00026621893706682,"Significant"
"1923","X78465_494.331_10.137_NA",6,27.4923989027837,4.58206648379729,5.23206423939277,5.63598666577356e-05,0.000266471090822742,"Significant"
"1924","X57876_377.18_7.457_NA",6,27.4527110537401,4.57545184229001,5.22314304808754,5.74972654130028e-05,0.000271707451733379,"Significant"
"1925","X89388_908.258_12.002_NA;[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] 9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-10-[3,4,5-trihydroxy-6-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxymethyl]oxan-2-yl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",6,27.4382250526666,4.57303750877777,5.21988799150359,5.79179709185986e-05,0.000273553346281506,"Significant"
"1926","X92323_316.32_13.049_NA",6,27.4298905405215,4.57164842342025,5.21801547859372,5.81613838190579e-05,0.000274560385089759,"Significant"
"1927","X83138_339.253_10.671_NA",6,27.4091482011416,4.56819136685692,5.21335619589281,5.87715158920363e-05,0.000277296638552358,"Significant"
"1928","X84210_343.226_10.793_NA",6,27.397141612633,4.56619026877217,5.21065977845317,5.91275377412564e-05,0.000278831728808871,"Significant"
"1929","X76707_295.226_10.034_NA",6,27.3909421115092,4.56515701858487,5.20926767314961,5.93121898918605e-05,0.000279557506737582,"Significant"
"1930","X84419_462.321_10.812_NA",6,27.3731161503178,4.56218602505297,5.2052654667533,5.98462779951013e-05,0.000281928683695058,"Significant"
"1931","X85652_397.273_10.971_NA;Spectral Match to Uvaol from NIST14",6,27.3667318906978,4.56112198178297,5.2038323297211,6.00386977851792e-05,0.000282688679576825,"Significant"
"1932","X59044_333.205_7.602_NA",6,27.3488510900406,4.5581418483401,5.19981909422284,6.05808399731106e-05,0.000284948284180608,"Significant"
"1933","X72982_468.316_9.521_NA",6,27.3488365122814,4.55813941871356,5.19981582272072,6.05812839112532e-05,0.000284948284180608,"Significant"
"1934","X64517_510.342_8.341_NA",6,27.3398066705904,4.5566344450984,5.19778949041572,6.0856881740178e-05,0.00028595179039878,"Significant"
"1935","X3594_182.138_1.758_NA",6,27.3397852919748,4.5566308819958,5.19778469325588,6.08575356820985e-05,0.00028595179039878,"Significant"
"1936","X52856_208.154_6.839_NA",6,27.3308522331566,4.55514203885943,5.19578031739265,6.11313865083688e-05,0.00028709016845769,"Significant"
"1937","X61897_356.243_7.977_NA",6,27.3278091099154,4.55463485165256,5.19509756344797,6.12249505232594e-05,0.00028738113069565,"Significant"
"1938","X1889_245.063_0.812_NA",6,27.2846966509119,4.54744944181864,5.18542781161933,6.25656012930529e-05,0.000293522418450174,"Significant"
"1939","X92031_508.581_12.927_NA",6,27.2717326918362,4.54528878197271,5.18252118232006,6.29743098150007e-05,0.000295287480576579,"Significant"
"1940","X67805_614.374_8.819_NA;NCGC00168955-03![3-hydroxy-1-oxo-1-(2,3,4,5,6-pentahydroxyhexoxy)decan-5-yl] 3,5-dihydroxydecanoate",6,27.2547802522518,4.54246337537531,5.17872105128761,6.35126948660559e-05,0.000297416503642208,"Significant"
"1941","X40469_214.112_5.571_NA",6,27.2546220383208,4.5424370063868,5.17868558937833,6.35177406103354e-05,0.000297416503642208,"Significant"
"1942","X55649_505.263_7.188_NA",6,27.2543477119518,4.54239128532531,5.1786241023208,6.35264903292089e-05,0.000297416503642208,"Significant"
"1943","X80367_349.237_10.405_NA",6,27.2408817186579,4.54014695310965,5.17560613018226,6.39574412573767e-05,0.000299174813071751,"Significant"
"1944","X90689_333.213_12.42_NA",6,27.240557076823,4.54009284613718,5.17553337869942,6.39678658833573e-05,0.000299174813071751,"Significant"
