"","term","df","sumsq","meansq","statistic","p.value","p_BH","significant"
"1659","X69454_538.337_9.11_NA",6,30.7932126670703,5.13220211117838,5.99075778654697,1.0353562971883e-05,5.67417688609766e-05,"Significant"
"1660","X73709_352.248_9.501_NA;NCGC00384597-01!3a,8-dihydroxy-3,5a,9-trimethyl-4,5,6,7,8,9b-hexahydro-3H-benzo[g][1]benzofuran-2-one",6,30.7846922478,5.13078204129999,5.98875586203898,1.03997994389374e-05,5.69608292161562e-05,"Significant"
"1661","X84098_433.294_10.836_NA",6,30.7539271848844,5.12565453081406,5.98152933829636,1.05684361392762e-05,5.78496215402161e-05,"Significant"
"1662","X70524_352.248_9.249_NA",6,30.7416230318014,5.12360383863357,5.97864000813753,1.06366273342161e-05,5.81878554288163e-05,"Significant"
"1663","X61569_321.169_7.903_NA",6,30.7370944583065,5.12284907638441,5.97757670387268,1.06618335447614e-05,5.82906738358209e-05,"Significant"
"1664","X75200_495.328_9.804_NA;Spectral Match to 1-Pentadecanoyl-sn-glycero-3-phosphocholine from NIST14",6,30.7122102532146,5.11870170886909,5.97173507775983,1.08013868387116e-05,5.90181545297874e-05,"Significant"
"1665","X92097_536.503_12.95_NA;Cer(d18:2/20:1); [M+H]+ C38H72N1O3",6,30.7019942746393,5.11699904577322,5.96933742020903,1.08591954300252e-05,5.92983812911646e-05,"Significant"
"1666","X69117_353.232_9.058_NA;NCGC00384809-01!5-[5-hydroxy-3-(hydroxymethyl)pentyl]-8a-(hydroxymethyl)-5,6-dimethyl-3,4,4a,6,7,8-hexahydronaphthalene-1-carboxylic acid [IIN-based on: CCMSLIB00000847958]",6,30.6832868751191,5.11388114585318,5.96494770948499,1.09658400131891e-05,5.98447883552914e-05,"Significant"
"1667","X91933_615.579_12.893_NA",6,30.6814246672047,5.11357077786744,5.96451080106525,1.09765117668299e-05,5.98670935716962e-05,"Significant"
"1668","X88874_438.337_11.827_NA",6,30.6758549695803,5.11264249493004,5.96320411246259,1.10084907363761e-05,6.0005514253676e-05,"Significant"
"1669","X10037_216.123_2.847_NA",6,30.6728996104507,5.11214993507512,5.96251080514151,1.10254962370362e-05,6.00621999922905e-05,"Significant"
"1670","X73204_249.185_9.565_NA",6,30.6165265379624,5.10275442299373,5.94929135018371,1.13548408564703e-05,6.18192892616933e-05,"Significant"
"1671","X69415_546.378_9.096_NA",6,30.5875951859766,5.09793253099609,5.94251086334388,1.15275840711664e-05,6.27221989078664e-05,"Significant"
"1672","X10401_372.186_2.869_NA",6,30.5765725206303,5.09609542010505,5.93992823539071,1.15940725974976e-05,6.30462368758664e-05,"Significant"
"1673","X77924_371.221_10.024_NA",6,30.5536349068235,5.09227248447059,5.93455514562752,1.17336373484046e-05,6.37670237726806e-05,"Significant"
"1674","X39272_202.144_5.478_NA;Spectral Match to Azelaic acid from NIST14",6,30.531505185411,5.08858419756849,5.92937287657372,1.18698442912206e-05,6.44627663778907e-05,"Significant"
"1675","X72799_368.243_9.429_NA",6,30.5305368388966,5.08842280648276,5.92914614748969,1.18758396043738e-05,6.44627663778907e-05,"Significant"
"1676","X2411_430.134_1.096_NA",6,30.5241788387263,5.08736313978772,5.92765755595519,1.19152774992558e-05,6.46382476272279e-05,"Significant"
"1677","X67145_253.179_8.689_Massbank:AC000282 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one;Massbank:AC000104 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol",6,30.5208435625131,5.08680726041885,5.92687672241031,1.19360170357933e-05,6.47121448356785e-05,"Significant"
"1678","X76775_366.263_9.962_NA",6,30.5167114169132,5.08611856948554,5.92590937955037,1.19617607001368e-05,6.48130681082503e-05,"Significant"
"1679","X49161_284.185_6.432_NCGC00384597-01!3a,8-dihydroxy-3,5a,9-trimethyl-4,5,6,7,8,9b-hexahydro-3H-benzo[g][1]benzofuran-2-one",6,30.482045191709,5.08034086528484,5.9177960727292,1.21798857238998e-05,6.59556408586639e-05,"Significant"
"1680","X72968_414.285_9.533_NA",6,30.4544005246253,5.07573342077088,5.91132881010676,1.2356615642501e-05,6.6872827036678e-05,"Significant"
"1681","X54421_414.305_7.033_NA",6,30.4503892017692,5.07506486696153,5.91039059117347,1.23824672918122e-05,6.69728688977728e-05,"Significant"
"1682","X87290_593.376_11.309_NA;Pheophorbide A",6,30.4363697638318,5.07272829397197,5.90711194564968,1.24732343744615e-05,6.74236902096336e-05,"Significant"
"1683","X61170_249.148_7.826_NA;Parthenolide CollisionEnergy:102040",6,30.4084910859006,5.0680818476501,5.90059395756141,1.26556704063381e-05,6.83691950887853e-05,"Significant"
"1684","X2556_210.099_1.219_NA",6,30.4038017743402,5.06730029572337,5.89949784468149,1.2686612411351e-05,6.84956532327809e-05,"Significant"
"1685","X64294_467.169_8.313_NA",6,30.4010112038385,5.06683520063976,5.89884558981145,1.27050608670913e-05,6.85545480140026e-05,"Significant"
"1686","X91885_765.584_12.873_NA",6,30.3973394229366,5.0662232371561,5.89798740227457,1.27293750061503e-05,6.86450044815651e-05,"Significant"
"1687","X1620_215.016_0.823_NA",6,30.3938195306872,5.06563658844786,5.89716475474886,1.27527261018973e-05,6.87301634371373e-05,"Significant"
"1688","X33609_361.221_4.991_NA",6,30.3828187170767,5.06380311951279,5.89459396358752,1.28259764717238e-05,6.90839917540955e-05,"Significant"
"1689","X82318_415.303_10.568_NA",6,30.3590790151672,5.05984650252787,5.88904750547558,1.2985456225616e-05,6.99015796348732e-05,"Significant"
"1690","X92091_558.485_12.949_NA",6,30.356163206788,5.05936053446466,5.8883663887123,1.30051775020574e-05,6.99663158868084e-05,"Significant"
"1691","X54983_296.206_7.101_NA",6,30.3518340951572,5.05863901585953,5.887355181388,1.30345118293088e-05,7.00826620650952e-05,"Significant"
"1692","X44586_301.118_5.932_NA",6,30.3476717171141,5.05794528618568,5.88638297575096,1.30627774121514e-05,7.01931277962648e-05,"Significant"
"1693","X77490_269.174_10.027_NA",6,30.3295341624325,5.05492236040542,5.88214722691184,1.31866463835598e-05,7.0816886544197e-05,"Significant"
"1694","X79896_514.316_10.284_NA",6,30.3229409091252,5.0538234848542,5.88060772943711,1.32319587372138e-05,7.10182814868644e-05,"Significant"
"1695","X62445_514.357_8.042_NA",6,30.3090074292902,5.05150123821504,5.87735476845118,1.33282188542407e-05,7.14927231992665e-05,"Significant"
"1696","X77850_407.242_9.894_NA",6,30.3012922709551,5.05021537849251,5.87555382169976,1.33818138188128e-05,7.17378839862299e-05,"Significant"
"1697","X88055_732.488_11.525_NA",6,30.2918308143332,5.04863846905553,5.87334549224475,1.34478277677053e-05,7.20492929074701e-05,"Significant"
"1698","X90334_610.624_12.301_NA",6,30.2789947283783,5.04649912139638,5.87034996439851,1.35378966545374e-05,7.24891380347787e-05,"Significant"
"1699","X84326_350.29_10.853_NA",6,30.2695165523992,5.04491942539987,5.86813839613225,1.36047821962505e-05,7.28044024298465e-05,"Significant"
"1700","X65754_365.024_8.331_NA",6,30.2675651121456,5.0445941853576,5.86768309632596,1.36185931970751e-05,7.28354407928278e-05,"Significant"
"1701","X89317_705.5_11.983_NA;Contaminant vial septum ThermoFisher C5000-44B",6,30.2577754020272,5.04296256700454,5.86539919279704,1.36880855922115e-05,7.31640647879996e-05,"Significant"
"1702","X90400_612.453_12.338_NA;Contaminant vial septum ThermoFisher C5000-44B",6,30.2496625225034,5.04161042041724,5.86350671549993,1.37459378083774e-05,7.34301213594401e-05,"Significant"
"1703","X15303_377.143_3.391_NA",6,30.2296486637524,5.03827477729207,5.85883900012784,1.38896799173472e-05,7.41544156244983e-05,"Significant"
"1704","X61410_187.148_7.971_NA;(1R)-(-)-Nopol CollisionEnergy:102040",6,30.212290903315,5.03538181721916,5.85479176786601,1.40155357698129e-05,7.47824244243775e-05,"Significant"
"1705","X83266_209.19_10.639_NA;b-Caryophyllene oxide",6,30.2062283517834,5.03437139196389,5.85337841202705,1.40597558807988e-05,7.49743697760835e-05,"Significant"
"1706","X91372_906.258_12.697_NA;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",6,30.1846439876699,5.03077399794498,5.84834740826323,1.42183027509039e-05,7.57753860558138e-05,"Significant"
"1707","X58733_283.19_7.569_NA;Brassylic acid - 40.0 eV",6,30.1748171701746,5.0291361950291,5.84605740236102,1.42910634113362e-05,7.60981343713876e-05,"Significant"
"1708","X91860_746.578_12.78_NA;MGDG (14:1/16:1)",6,30.1742058245079,5.02903430408465,5.84591494657662,1.42956020134547e-05,7.60981343713876e-05,"Significant"
"1709","X92603_322.237_13.768_NA",6,30.1635234643089,5.02725391071815,5.84342593158392,1.43751353713683e-05,7.64767295473847e-05,"Significant"
"1710","X45142_310.201_5.989_NA",6,30.1456863312423,5.02428105520705,5.83927063400416,1.45089042104663e-05,7.71108701226427e-05,"Significant"
"1711","X364_252.123_0.633_NA",6,30.1453689343507,5.02422815572512,5.83919670297061,1.45112955103213e-05,7.71108701226427e-05,"Significant"
"1712","X66713_339.253_8.668_NA",6,30.1176613501142,5.01961022501903,5.8327440098212,1.4721540174977e-05,7.8182385088137e-05,"Significant"
"1713","X41678_223.133_5.536_NA",6,30.1035265731562,5.01725442885937,5.82945315101188,1.48299397018366e-05,7.87120909335077e-05,"Significant"
"1714","X43783_283.153_5.769_NA",6,30.1005990431419,5.01676650719031,5.82877164156885,1.4852488341293e-05,7.87857782958204e-05,"Significant"
"1715","X76271_585.301_9.907_NA",6,30.0948800957509,5.01581334929182,5.82744038610269,1.48966340564051e-05,7.89738757089418e-05,"Significant"
"1716","X89484_928.598_12.041_NA",6,30.0894193451604,5.01490322419341,5.82616932907153,1.49389065027207e-05,7.91518286263036e-05,"Significant"
"1717","X64761_369.19_8.375_NA",6,30.0814574467337,5.01357624112228,5.82431626608161,1.50007510774802e-05,7.94332142087651e-05,"Significant"
"1718","X718_231.084_0.642_NA",6,30.0786581327675,5.01310968879458,5.82366479704874,1.50225543969719e-05,7.95023658773392e-05,"Significant"
"1719","X85581_233.19_10.959_NA",6,30.0741095723543,5.01235159539239,5.82260628768357,1.50580484013796e-05,7.96438487872854e-05,"Significant"
"1720","X90155_700.598_12.228_NA",6,30.0604878524856,5.0100813087476,5.81943672243859,1.51648349392787e-05,8.0162022830187e-05,"Significant"
"1721","X74125_303.231_9.669_NA",6,30.041057727664,5.00684295461067,5.81491663363208,1.53184392967394e-05,8.09269320662143e-05,"Significant"
"1722","X50961_377.231_6.622_NA",6,30.0319837159558,5.00533061932596,5.81280612270689,1.53906940937316e-05,8.12614347852543e-05,"Significant"
"1723","X76257_544.34_9.913_PC(0:0/20:4); [M+H]+ C28H51N1O7P1;Brominated Phosphatidylcholine mz 2+ C24H47BrNO8 - putative",6,30.0304330117659,5.00507216862766,5.8124454724432,1.54030754009868e-05,8.12796062366639e-05,"Significant"
"1724","X82127_363.31_10.554_NA",6,30.0173062355398,5.00288437258996,5.80939285355121,1.55082748177206e-05,8.17872590735007e-05,"Significant"
"1725","X41741_241.143_5.75_NA",6,30.0037845312909,5.00063075521515,5.80624895693344,1.5617374147506e-05,8.23148786951444e-05,"Significant"
"1726","X69728_303.158_9.058_NA",6,29.9844649358247,4.99741082263745,5.80175799753998,1.57745574451075e-05,8.30892500960871e-05,"Significant"
"1727","X82445_355.226_10.592_NA",6,29.9834850406562,4.99724750677604,5.80153024587994,1.57825709322418e-05,8.30892500960871e-05,"Significant"
"1728","X59821_364.211_7.706_NA",6,29.9642669080119,4.99404448466865,5.79706408606328,1.59405423795349e-05,8.38723445108398e-05,"Significant"
"1729","X33104_274.164_4.946_NA",6,29.9597039372811,4.99328398954685,5.79600385273044,1.59782762603482e-05,8.40222601267124e-05,"Significant"
"1730","X607_236.128_0.639_NA",6,29.9441750565564,4.9906958427594,5.79239611149026,1.61073495806587e-05,8.46520360620511e-05,"Significant"
"1731","X29951_227.164_4.787_NA;B08A23",6,29.938369530386,4.98972825506433,5.79104753789807,1.61558655808419e-05,8.4857960636057e-05,"Significant"
"1732","X45908_398.273_6.073_NA",6,29.9167440745724,4.98612401242873,5.78602505556793,1.63378478976436e-05,8.57642685250438e-05,"Significant"
"1733","X66336_399.216_8.609_NA",6,29.9146967485868,4.98578279143114,5.78554964242869,1.63551800862911e-05,8.58057111047656e-05,"Significant"
"1734","X85994_871.572_11.022_Pheophytin a;Chlorophyll a",6,29.8974047788053,4.98290079646755,5.78153476477081,1.65022892543451e-05,8.65275743370853e-05,"Significant"
"1735","X82091_201.163_10.542_""(+)-Nootkatone, crystalline, 98+% CollisionEnergy:102040""",6,29.888978626249,4.98149643770817,5.77957870440301,1.65744419293956e-05,8.6855807505513e-05,"Significant"
"1736","X57102_309.205_7.364_NA",6,29.8766223255254,4.97943705425423,5.77671069298369,1.668080665381e-05,8.7362842221452e-05,"Significant"
"1737","X64469_347.185_8.283_NA",6,29.8631419682133,4.97719032803555,5.77358231971487,1.67976090655797e-05,8.79239272448189e-05,"Significant"
"1738","X76673_634.306_9.947_NA",6,29.8473012274159,4.97455020456932,5.76990689724402,1.69358860705794e-05,8.859628110241e-05,"Significant"
"1739","X60097_384.238_7.811_NA",6,29.8461989790462,4.9743664965077,5.76965117888573,1.69455491461825e-05,8.859628110241e-05,"Significant"
"1740","X3551_266.102_1.685_NA",6,29.8450628077785,4.97417713462975,5.76938759447129,1.69555152584085e-05,8.85974394996841e-05,"Significant"
"1741","X53526_422.87_6.915_NA",6,29.8360059394036,4.97266765656727,5.76728660293623,1.70351643489068e-05,8.8962501011063e-05,"Significant"
"1742","X75418_354.236_9.82_NA",6,29.8280736432485,4.97134560720809,5.76544669665368,1.7105224151771e-05,8.92770941377166e-05,"Significant"
"1743","X90131_385.346_12.227_2224119 - 40.0 eV",6,29.8081183211355,4.96801972018925,5.76081889926655,1.72827227871419e-05,9.01517587955788e-05,"Significant"
"1744","X27414_169.122_4.471_NA",6,29.7998335708112,4.96663892846853,5.75889796364838,1.73569421442318e-05,9.04869942519243e-05,"Significant"
"1745","X89461_929.601_12.034_NA",6,29.7930444184482,4.96550740307471,5.75732396243689,1.74179954662002e-05,9.07532462915139e-05,"Significant"
"1746","X75046_470.348_9.81_NA",6,29.7814629741525,4.96357716235875,5.75463924391191,1.75226299732893e-05,9.12461350040932e-05,"Significant"
"1747","X27666_432.28_4.487_NA",6,29.7622665605245,4.96037776008742,5.75019020134845,1.76974188988558e-05,9.21035676178573e-05,"Significant"
"1748","X84750_448.305_10.713_NA",6,29.7564833468643,4.95941389114405,5.74885008346454,1.77504102217025e-05,9.23265044254685e-05,"Significant"
"1749","X81126_475.305_10.438_NA",6,29.7425348038024,4.95708913396707,5.74561827811444,1.78788595145485e-05,9.2941446944697e-05,"Significant"
"1750","X2200_241.118_1.012_NA",6,29.7326258515128,4.9554376419188,5.74332279201979,1.7970660949145e-05,9.33652853426435e-05,"Significant"
"1751","X54529_266.175_7.038_NA;PARTHENOLIDE",6,29.7036608054667,4.95061013424445,5.73661456030966,1.82416591672006e-05,9.4719112020667e-05,"Significant"
"1752","X1642_210.061_0.828_NA",6,29.7010096802741,4.95016828004568,5.73600069641433,1.82666619538182e-05,9.4794800504632e-05,"Significant"
"1753","X80784_356.279_10.398_NA;Spectral Match to p-tert-Octylphenol pentaglycol ether from NIST14",6,29.6815518217848,4.9469253036308,5.73149592679056,1.84511978478666e-05,9.56978270580735e-05,"Significant"
"1754","X65734_363.216_8.522_NA",6,29.6749846555716,4.9458307759286,5.72997579984895,1.85138906308352e-05,9.59682403737478e-05,"Significant"
"1755","X85603_313.216_10.968_NA",6,29.6661670876191,4.94436118126985,5.72793497412981,1.85983944195097e-05,9.63513402063715e-05,"Significant"
"1756","X52672_353.232_6.815_NA",6,29.6590206497974,4.94317010829956,5.7262811082179,1.86671594931442e-05,9.66525137310176e-05,"Significant"
"1757","X70424_363.216_9.305_NA",6,29.6290157823215,4.93816929705359,5.71933895237173,1.89585988505711e-05,9.81056236479182e-05,"Significant"
"1758","X50388_233.153_6.558_Massbank:NA003096 (+)-Costunolide|Costunolide|(3aS,6E,10E,11aR)-6,10-dimethyl-3-methylidene-3a,4,5,8,9,11a-hexahydrocyclodeca[b]furan-2-one",6,29.6231553296632,4.93719255494387,5.71798335873473,1.90160390868046e-05,9.83468870177628e-05,"Significant"
"1759","X75600_263.2_9.84_NA;Curcumenol",6,29.6102416396762,4.93504027327936,5.71499664132317,1.91432118670912e-05,9.89483128457038e-05,"Significant"
"1760","X56016_665.404_7.222_NA",6,29.5836308841718,4.93060514736196,5.70884365308311,1.94079007146594e-05,0.00010025945073732,"Significant"
"1761","X2702_301.139_1.245_NA",6,29.5801622719021,4.93002704531701,5.70804179557383,1.94426645197019e-05,0.00010038200216532,"Significant"
"1762","X89496_1442.399_12.015_NA",6,29.5576031230906,4.92626718718176,5.70282758569784,1.96702519415209e-05,0.000101499393105737,"Significant"
"1763","X85651_398.289_10.972_NA",6,29.5474729677433,4.92457882795722,5.70048666392051,1.97732954961534e-05,0.000101973228956907,"Significant"
"1764","X63618_299.2_8.213_NA",6,29.4975648081854,4.91626080136424,5.68895829385514,2.02887165521873e-05,0.000104572001639732,"Significant"
"1765","X31483_213.112_4.81_NA",6,29.4938934434975,4.91564890724958,5.68811054304852,2.03271467652511e-05,0.00010471071863437,"Significant"
"1766","X80690_467.278_10.308_NA",6,29.4822384993288,4.91370641655479,5.68541958849593,2.04496178480004e-05,0.000105281951004541,"Significant"
"1767","X32282_520.332_4.874_NA",6,29.4806185761885,4.91343642936475,5.68504560536345,2.04666971473092e-05,0.000105310249271836,"Significant"
"1768","X80499_434.289_10.354_NA",6,29.4759383062689,4.91265638437815,5.68396514159869,2.05161209452439e-05,0.000105504848209365,"Significant"
"1769","X37665_295.19_5.337_NA",6,29.4627426085097,4.91045710141829,5.6809192128042,2.06560972247476e-05,0.000106111684075883,"Significant"
"1770","X24188_509.22_4.194_NA",6,29.4626140055778,4.91043566759631,5.680889530367,2.06574659936551e-05,0.000106111684075883,"Significant"
"1771","X73375_307.226_9.689_NA",6,29.4503533715255,4.90839222858759,5.67805992651522,2.07883686320633e-05,0.000106723798759299,"Significant"
"1772","X56545_258.17_7.285_NA",6,29.4319384532127,4.90532307553546,5.6738108610318,2.09865039767907e-05,0.000107680188576174,"Significant"
"1773","X61131_319.226_7.886_NA",6,29.4254683634235,4.90424472723726,5.67231819835144,2.10565563806062e-05,0.000107978686188647,"Significant"
"1774","X78806_475.305_10.174_NA",6,29.380190864221,4.89669847737017,5.6618762012741,2.155322069822e-05,0.000110463293454462,"Significant"
"1775","X71121_247.169_9.344_NA",6,29.3674335171926,4.89457225286543,5.65893521476832,2.1695216879891e-05,0.00011112840105463,"Significant"
"1776","X73824_321.242_9.64_NA;(4E,8E)-7-hydroxy-10-(hydroxymethyl)-4,8,11,15-tetramethylbicyclo[11.2.0]pentadeca-4,8,14-trien-6-one",6,29.3192276805704,4.88653794676173,5.64782671608413,2.22400801089541e-05,0.0001138551848821,"Significant"
"1777","X76858_514.316_9.981_NA",6,29.3091365865249,4.88485609775414,5.64550224135719,2.23558203643618e-05,0.000114383296990871,"Significant"
"1778","X82658_538.394_10.611_NA",6,29.2836625397431,4.88061042329051,5.63963571078804,2.26506224274993e-05,0.000115826467441408,"Significant"
"1779","X69048_217.158_9.044_NA",6,29.2469541462821,4.87449235771369,5.63118548325361,2.30821313492338e-05,0.000117966688154712,"Significant"
"1780","X72040_319.226_9.433_NA",6,29.2455856635752,4.87426427726254,5.63087054029709,2.30983723746491e-05,0.000117983371702421,"Significant"
"1781","X80527_460.363_10.217_NA",6,29.2300909028404,4.87168181714007,5.62730497364785,2.32830440223181e-05,0.000118859874368847,"Significant"
"1782","X67876_370.258_8.714_NA",6,29.2231815552798,4.8705302592133,5.6257152715184,2.33658565470082e-05,0.000119215694570931,"Significant"
"1783","X22241_318.206_4.014_NA",6,29.208979340644,4.86816322344066,5.62244808766266,2.35369836905851e-05,0.000120021455813124,"Significant"
"1784","X24543_474.253_4.227_NA",6,29.1940310166736,4.86567183611227,5.61900993238201,2.37184245545494e-05,0.000120878876709621,"Significant"
"1785","X59498_254.143_7.665_Irgarol",6,29.153275475177,4.85887924586283,5.6096395313267,2.42200853309466e-05,0.000123302914997137,"Significant"
"1786","X75791_329.211_9.858_NA",6,29.1531871157765,4.85886451929608,5.6096192215158,2.42211841382409e-05,0.000123302914997137,"Significant"
"1787","X77632_275.2_10.047_NA;KU036-10",6,29.1415371963676,4.85692286606127,5.60694164419411,2.43664861963267e-05,0.000123973191100729,"Significant"
"1788","X84376_834.519_10.805_NA",6,29.1399832135746,4.8566638689291,5.60658451361419,2.43859323434659e-05,0.000124002738739816,"Significant"
"1789","X44759_249.148_5.947_NA;Spectral Match to Dodecanedioic acid from NIST14",6,29.1337567814632,4.85562613024387,5.60515365229551,2.44640006436602e-05,0.000124330181024124,"Significant"
"1790","X44149_312.216_5.88_NA",6,29.127286649114,4.85454777485233,5.60366691355754,2.45453833790346e-05,0.000124674092559878,"Significant"
"1791","X88099_535.27_11.544_Pyropheophorbide a",6,29.1209103706463,4.85348506177438,5.60220186660729,2.46258445312168e-05,0.000125012941640326,"Significant"
"1792","X35954_608.384_5.182_NA",6,29.1087727863515,4.85146213105859,5.59941341648253,2.47797198426304e-05,0.00012572389107656,"Significant"
"1793","X13685_238.093_3.249_NA",6,29.0886336772561,4.84810561287602,5.59478771757618,2.50371114334517e-05,0.000126958961044586,"Significant"
"1794","X91167_1442.399_12.598_NA",6,29.086543061945,4.84775717699083,5.59430760085769,2.50639802027736e-05,0.000127024363435684,"Significant"
"1795","X76825_237.185_9.966_NA;Massbank:AC000107 5-hydroxyculmorin|(1S,3R,3aS,4R,6R,8aR,9R)-Decahydro-1,5,5,8a-tetramethyl-1,4-methanoazulene-3,6,9-triol",6,29.0457860710007,4.84096434516679,5.58495029763145,2.55934598550955e-05,0.000129635508079403,"Significant"
"1796","X52408_381.808_6.785_NA",6,29.0294164293561,4.83823607155934,5.58119346108625,2.58091843209402e-05,0.000130655403032287,"Significant"
"1797","X30150_476.306_4.694_NA",6,29.0238651079711,4.83731085132852,5.57991961775988,2.58827442761356e-05,0.000130954875324777,"Significant"
"1798","X90833_186.981_12.46_NA",6,29.0030344163675,4.83383906939458,5.57514050868582,2.61606014329329e-05,0.000132287090227045,"Significant"
"1799","X74329_339.216_9.69_NA",6,28.9695979385633,4.82826632309388,5.56747207511445,2.66127129956502e-05,0.000134498491693414,"Significant"
"1800","X78764_389.267_10.169_NA",6,28.9674769587293,4.82791282645488,5.56698575779427,2.66416480439236e-05,0.000134569924452974,"Significant"
"1801","X30681_253.107_4.739_NA",6,28.964793942588,4.82746565709799,5.56637059143556,2.66782946217539e-05,0.000134680208051631,"Significant"
"1802","X89497_904.598_12.04_NA",6,28.9290145692286,4.82150242820477,5.55816914032466,2.71717306981434e-05,0.00013709510294535,"Significant"
"1803","X56006_554.332_7.303_NA",6,28.9199460200877,4.81999100334795,5.55609104252324,2.72982061334568e-05,0.000137656844240371,"Significant"
"1804","X18937_386.202_3.727_NA",6,28.914671674082,4.81911194568033,5.55488251851148,2.73720298162951e-05,0.000137952602599642,"Significant"
"1805","X45520_353.232_6.01_NA",6,28.9084547042448,4.81807578404079,5.55345811782131,2.7459297774183e-05,0.000138315753663641,"Significant"
"1806","X87999_772.49_11.509_NA;Spectral Match to 1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14",6,28.8871887205161,4.81453145341935,5.54858665521097,2.77598707550074e-05,0.000139752350445475,"Significant"
"1807","X56161_342.227_7.243_NA",6,28.8698189377613,4.81163648962688,5.54460873100767,2.80077589716638e-05,0.000140832614323645,"Significant"
"1808","X91020_772.273_12.666_NA;Contaminants septum vial Thermo C4000-53 and C4000-54 serie",6,28.8689441598736,4.81149069331227,5.54440841893118,2.80203001935313e-05,0.000140832614323645,"Significant"
"1809","X59400_369.246_7.63_NA",6,28.8689009778,4.81148349629999,5.54439853089208,2.80209194139324e-05,0.000140832614323645,"Significant"
"1810","X64542_239.164_8.349_NA;Spectral Match to Dodecanedioic acid from NIST14",6,28.8422839614994,4.80704732691656,5.53830472050691,2.84051570577177e-05,0.000142684910479983,"Significant"
"1811","X83280_732.576_10.633_NA;DGTSA(16:0/16:4); [M+H]+ C42H74N1O7",6,28.8306348808398,4.80510581347331,5.53563841114501,2.85749364725759e-05,0.00014345848835376,"Significant"
"1812","X80507_517.314_10.363_NA",6,28.8044071239119,4.80073452065199,5.52963676343008,2.896083142101e-05,0.000145315606666569,"Significant"
"1813","X34153_564.358_5.036_NA",6,28.796684025084,4.79944733751401,5.52786990087878,2.90754306895012e-05,0.000145810157655237,"Significant"
"1814","X32745_284.206_4.917_NA",6,28.7919517526384,4.79865862543973,5.52678735851729,2.91458694264955e-05,0.000146082825151983,"Significant"
"1815","X69918_464.321_9.164_NA",6,28.7851360726193,4.79752267876988,5.52522834110762,2.92476123655861e-05,0.000146512006406561,"Significant"
"1816","X92014_772.273_12.907_NA;Contaminants septum vial Thermo C4000-53 and C4000-54 serie",6,28.7837139059445,4.79728565099076,5.5249030528005,2.92688858822078e-05,0.000146537836145943,"Significant"
"1817","X86982_663.244_11.234_NA",6,28.7729327578792,4.79548879297987,5.52243731050425,2.94306485928772e-05,0.00014726662465957,"Significant"
"1818","X77165_659.385_10.001_NA",6,28.7714734991007,4.79524558318344,5.52210359252754,2.94526106619913e-05,0.000147295454421796,"Significant"
"1819","X81674_892.417_10.516_NA",6,28.7483905626789,4.79139842711316,5.51682561667577,2.98021505643978e-05,0.000148961601391701,"Significant"
"1820","X56699_312.238_7.306_NA",6,28.7311222819296,4.78852038032161,5.51287823783366,3.00662882334209e-05,0.000150199281658386,"Significant"
"1821","X74820_506.332_9.758_NA;NCGC00380867-01_C27H46O9_9,12,15-Octadecatrienoic acid, 3-(hexopyranosyloxy)-2-hydroxypropyl ester, (9Z,12Z,15Z)-",6,28.7147623000398,4.7857937166733,5.509139325031,3.03186423942062e-05,0.000151376769164263,"Significant"
"1822","X91715_556.456_12.78_NA",6,28.6920014702025,4.78200024503376,5.50393891531219,3.06731765041407e-05,0.000153062854432298,"Significant"
"1823","X88030_952.598_11.526_NA;TAG (18:3/18:4/18:5)",6,28.6843579840356,4.7807263306726,5.5021928796906,3.07931415953698e-05,0.000153577204270489,"Significant"
"1824","X86790_563.467_11.185_NA",6,28.681963444733,4.78032724078884,5.50164592092985,3.08308183092472e-05,0.000153680811440611,"Significant"
"1825","X2761_284.206_1.252_NA",6,28.6728457934706,4.7788076322451,5.49956343377977,3.09746921767723e-05,0.000154313370559569,"Significant"
"1826","X78444_480.331_10.128_NA;PE(18:1/0:0); [M+H]+ C23H47N1O7P1",6,28.6551961377772,4.77586602296286,5.49553293993276,3.12550654146487e-05,0.000155624893072281,"Significant"
"1827","X69858_309.205_9.025_NA;B18A06_Vallartanone_B",6,28.6462805632211,4.77438009387019,5.49349732972085,3.13976349181907e-05,0.000156249204529934,"Significant"
"1828","X88377_871.572_11.643_Pheophytin a;Chlorophyll a",6,28.6216648035229,4.77027746725382,5.48787829547833,3.17945749166774e-05,0.000158138006095422,"Significant"
