"","Comparison","Z","P.unadj","P.adj","significant"
"X86218_832.24_11.072_NA..3S.4R..7.hydroxy.3...3S.4R..7.hydroxy.4..4.hydroxyphenyl..2.oxo.5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.3.yl..4..4.hydroxyphenyl..5...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.3.4.dihydrochromen.2.one","La_Jolla Reefs - Mission_Bay",3.2490389066172,0.00115795639110549,0.00810569473773845,"Significant"
"X64850_563.376_8.391_NA","La_Jolla Reefs - Mission_Bay",-3.54872036180107,0.000387107941986264,0.00812926678171154,"Significant"
"X81469_269.247_10.485_NA","La_Jolla Reefs - Mission_Bay",3.360993280839,0.000776627148184383,0.00815458505593602,"Significant"
"X65535_412.326_8.492_NA","La_Jolla Reefs - Mission_Bay",-3.54759312567287,0.000388768286523246,0.00816413401698817,"Significant"
"X90127_1221.344_12.04_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",2.95500671622027,0.00312662244403366,0.00820738391558836,"Significant"
"X74695_279.232_9.734_NA","La_Jolla Reefs - Mission_Bay",-3.5441968176815,0.000393811143945979,0.00827003402286555,"Significant"
"X66329_199.169_8.615_NA.MoNA.692628.Rimantadine","La_Jolla Reefs - Mission_Bay",3.35646973671943,0.000789443602025846,0.00828915782127138,"Significant"
"X73962_559.286_9.68_NA","La_Jolla Reefs - Mission_Bay",-3.53741150150215,0.000404069574929615,0.00848546107352192,"Significant"
"X54190_251.164_6.997_NA.NCGC00381378.01_C20H30O4_1.10a.Dihydroxy.4.4.7.11b.tetramethyl.2.3.4.4a.5.6.6a.7.10a.11.11a.11b.dodecahydrophenanthro.3.2.b.furan.9.1H..one","La_Jolla Reefs - Mission_Bay",-3.1483867072193,0.00164174348330471,0.00861915328734971,"Significant"
"X78263_498.363_10.111_NA","La_Jolla Reefs - Mission_Bay",-3.34516259723672,0.000822343457261082,0.00863460630124136,"Significant"
"X12078_296.185_2.893_NA","La_Jolla Reefs - Mission_Bay",3.52836441326301,0.000418136093251474,0.00878085795828095,"Significant"
"X72038_275.164_9.509_NA","La_Jolla Reefs - Mission_Bay",-3.22528695725196,0.0012584646009859,0.00880925220690131,"Significant"
"X9009_178.122_2.729_NA","La_Jolla Reefs - Mission_Bay",-3.33837556024116,0.000842697664239969,0.00884832547451968,"Significant"
"X68959_317.21_9.03_NA","La_Jolla Reefs - Mission_Bay",-3.52610264120323,0.000421723489966886,0.0088561932893046,"Significant"
"X38582_360.237_5.408_NA","La_Jolla Reefs - Mission_Bay",-3.3338537311203,0.000856516860743334,0.00899342703780501,"Significant"
"X14301_333.153_3.253_NA","La_Jolla Reefs - Mission_Bay",-3.33385201612159,0.000856522141602271,0.00899348248682385,"Significant"
"X81407_542.425_10.479_NA.Spectral.Match.to.Decaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.13481768747133,0.00171960945371394,0.0090279496319982,"Significant"
"X65157_310.216_8.44_NA","La_Jolla Reefs - Mission_Bay",-3.13481768747133,0.00171960945371394,0.0090279496319982,"Significant"
"X48648_269.174_6.412_NA","La_Jolla Reefs - Mission_Bay",-3.32706669994224,0.000877653632983971,0.0092153631463317,"Significant"
"X73002_525.286_9.51_NA","La_Jolla Reefs - Mission_Bay",-3.51479378090431,0.000440095592568577,0.00924200744394011,"Significant"
"X67595_283.169_8.802_NA","La_Jolla Reefs - Mission_Bay",-3.32028138376289,0.000899267595600345,0.00944230975380363,"Significant"
"X20489_451.215_3.879_NA.Massbank..Nonaethylene.glycol.2..2..2..2..2..2..2..2..2.hydroxyethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethoxy.ethanol","La_Jolla Reefs - Mission_Bay",-3.50800846472496,0.000451474684499469,0.00948096837448885,"Significant"
"X10689_342.212_2.922_NA","La_Jolla Reefs - Mission_Bay",-3.3180196117031,0.000906581188453558,0.00951910247876236,"Significant"
"X16791_391.261_3.539_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.1178543882967,0.00182172783564883,0.00956407113715638,"Significant"
"X69822_335.221_9.116_NA","La_Jolla Reefs - Mission_Bay",-3.50348492060539,0.000459212654657262,0.0096434657478025,"Significant"
"X812_296.135_0.638_NA","La_Jolla Reefs - Mission_Bay",2.99232443509421,0.00276861860858995,0.00969016513006483,"Significant"
"X63505_323.185_8.2_NA","La_Jolla Reefs - Mission_Bay",-3.19362214841498,0.00140499883801046,0.00983499186607325,"Significant"
"X53129_219.174_6.867_NA.Massbank.PR303503.Atractylenolide.III","La_Jolla Reefs - Mission_Bay",-3.49669960442604,0.000471051942483313,0.00989209079214956,"Significant"
"X59929_351.216_7.722_NA.Massbank.AC000271.Verrucarol","La_Jolla Reefs - Mission_Bay",-3.49443783236625,0.000475061234167861,0.00997628591752509,"Significant"
"X7663_188.07_2.566_NA","La_Jolla Reefs - Mission_Bay",-3.49443783236625,0.000475061234167861,0.00997628591752509,"Significant"
"X45198_251.164_5.991_NA","La_Jolla Reefs - Mission_Bay",-3.49443783236625,0.000475061234167861,0.00997628591752509,"Significant"
"X60303_337.2_7.766_NA","La_Jolla Reefs - Mission_Bay",-3.18909860429542,0.00142717187532266,0.00999020312725861,"Significant"
"X71668_395.206_9.391_NA","La_Jolla Reefs - Mission_Bay",-3.3044489793444,0.000951632954133147,0.00999214601839805,"Significant"
"X48930_232.191_6.4_NA.Massbank.AU284606.Lauryl.diethanolamide.N.N.bis.2.hydroxyethyl.dodecanamide","La_Jolla Reefs - Mission_Bay",-3.49217606030647,0.000479102339319425,0.0100611491257079,"Significant"
"X9024_334.201_2.724_NA","La_Jolla Reefs - Mission_Bay",3.30218720728461,0.000959340188604846,0.0100730719803509,"Significant"
"X82515_424.363_10.601_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.30218720728461,0.000959340188604847,0.0100730719803509,"Significant"
"X15278_268.211_3.439_NA","La_Jolla Reefs - Mission_Bay",-3.49104697013852,0.000481131660171578,0.0101037648636031,"Significant"
"X60005_348.18_7.733_NA","La_Jolla Reefs - Mission_Bay",-3.4876525161869,0.000487280917935269,0.0102328992766406,"Significant"
"X78239_361.237_9.985_NA","La_Jolla Reefs - Mission_Bay",-3.18005151605628,0.00147248872449683,0.0103074210714778,"Significant"
"X64669_297.2_8.367_NA","La_Jolla Reefs - Mission_Bay",3.1777897439965,0.00148402326763736,0.0103881628734615,"Significant"
"X73813_542.324_9.686_PC.20.5.0.0....M.H...C28H49N1O7P1.Spectral.Match.to.HEPC.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.28409303080634,0.00102311143736164,0.0107426700922972,"Significant"
"X20658_262.118_3.878_Imazapyr.Massbank.LU061602.Imazapic.5.methyl.2..4.methyl.5.oxo.4.propan.2.yl.1H.imidazol.2.yl.pyridine.3.carboxylic.acid","La_Jolla Reefs - Mission_Bay",-3.47182189774061,0.000516939168275127,0.0108557225337777,"Significant"
"X1507_289.089_0.794_NA","La_Jolla Reefs - Mission_Bay",-3.47069101112897,0.000519120980366449,0.0109015405876954,"Significant"
"X73990_482.367_9.653_NA","La_Jolla Reefs - Mission_Bay",-3.27956948668677,0.00103965603852649,0.0109163884045281,"Significant"
"X62239_233.153_7.903_Massbank.NA003096.....Costunolide.Costunolide..3aS.6E.10E.11aR..6.10.dimethyl.3.methylidene.3a.4.5.8.9.11a.hexahydrocyclodeca.b.furan.2.one.1.methyl.4..6.methylhept.5.en.2.yl..2.3.dioxabicyclo.2.2.2.oct.5.ene","La_Jolla Reefs - Mission_Bay",-3.01041861157248,0.0026088785593338,0.010957289949202,"Significant"
"X13588_372.259_3.226_NA","La_Jolla Reefs - Mission_Bay",-3.27504594256721,0.00105644791266169,0.0110927030829477,"Significant"
"X51847_560.4_6.662_NA","La_Jolla Reefs - Mission_Bay",-3.46503479558906,0.000530162880087074,0.0111334204818285,"Significant"
"X40076_476.306_5.541_NA","La_Jolla Reefs - Mission_Bay",-3.46277302352928,0.0005346391931325,0.0112274230557825,"Significant"
"X76622_426.342_9.947_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.15291025133887,0.00161651498095471,0.011315604866683,"Significant"
"X59286_365.196_7.563_NA","La_Jolla Reefs - Mission_Bay",-3.15064847927909,0.00162908428745496,0.0114035900121848,"Significant"
"X42153_414.175_5.713_NA","La_Jolla Reefs - Mission_Bay",3.45598770734993,0.000548280324597557,0.0115138868165487,"Significant"
"X83437_221.19_10.686_NA.Spectral.Match.to.....Isolongifolol.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.80912089825171,0.00496769875115032,0.0115912970860174,"Significant"
"X84098_433.294_10.836_NA","La_Jolla Reefs - Mission_Bay",-3.14386316309974,0.00166733385673515,0.0116713369971461,"Significant"
"X61170_249.148_7.826_NA.Parthenolide.CollisionEnergy.102040","La_Jolla Reefs - Mission_Bay",-3.14160139103995,0.00168026619916848,0.0117618633941793,"Significant"
"X90453_1222.343_12.419_NA..2S.3S.4S.5R.6R..6....3S.4S.6aR.6bS.8R.8aR.9R.10R.12aS.14bR..8a..acetyloxymethyl..8.9.dihydroxy.4..hydroxymethyl..4.6a.6b.11.11.14b.hexamethyl.10...E..2.methylbut.2.enoyl.oxy.1.2.3.4a.5.6.7.8.9.10.12.12a.14.14a.tetradecahydropicen.3.yl.oxy..4.hydroxy.3.5.bis...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.oxane.2.carboxylic.acid","La_Jolla Reefs - Mission_Bay",2.79781203795279,0.00514500436488083,0.0120050101847219,"Significant"
"X79759_853.585_10.271_NA.MGDG..18.4.18.5.","La_Jolla Reefs - Mission_Bay",-3.25016644990958,0.00115337479772215,0.0121104353760826,"Significant"
"X78984_219.174_10.107_NA.Massbank.AC000287.Walleminone..1R.4S.5S.6R.9R..5.6.dihydroxy.4.11.11.trimethyl.8.methylidenebicyclo.7.2.0.undecan.3.one","La_Jolla Reefs - Mission_Bay",-2.83173861884955,0.00462956759872421,0.0121526149466511,"Significant"
"X53771_383.806_6.95_NA","La_Jolla Reefs - Mission_Bay",-3.13029414102476,0.00174631348291835,0.0122241943804285,"Significant"
"X81170_536.394_10.439_NA","La_Jolla Reefs - Mission_Bay",-3.24338113373023,0.00118120086058671,0.0124026090361605,"Significant"
"X81966_347.258_10.651_NA","La_Jolla Reefs - Mission_Bay",-3.12576898662146,0.00177340802715973,0.0124138561901181,"Significant"
"X30023_396.249_4.683_NA","La_Jolla Reefs - Mission_Bay",-3.24111936167045,0.00119061319708991,0.0125014385694441,"Significant"
"X90831_1148.324_12.512_NA..2S.3S.4S.5R.6R..6....3S.4S.6aR.6bS.8R.8aR.9R.10R.12aS.14bR..8a..acetyloxymethyl..8.9.dihydroxy.4..hydroxymethyl..4.6a.6b.11.11.14b.hexamethyl.10...E..2.methylbut.2.enoyl.oxy.1.2.3.4a.5.6.7.8.9.10.12.12a.14.14a.tetradecahydropicen.3.yl.oxy..4.hydroxy.3.5.bis...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxy.oxane.2.carboxylic.acid","La_Jolla Reefs - Mission_Bay",3.12350721456168,0.0017870948395188,0.0125096638766316,"Significant"
"X53938_370.28_6.971_NA","La_Jolla Reefs - Mission_Bay",-3.43336998675209,0.000596128023714405,0.0125186884980025,"Significant"
"X16691_354.227_3.529_NA","La_Jolla Reefs - Mission_Bay",3.4175375823336,0.000631903690616327,0.0132699775029429,"Significant"
"X52354_461.235_6.774_NA","La_Jolla Reefs - Mission_Bay",-3.41527581027381,0.000637174571225238,0.01338066599573,"Significant"
"X84811_429.318_10.866_NA","La_Jolla Reefs - Mission_Bay",-3.22076341313239,0.00127849642164407,0.0134242124272628,"Significant"
"X45847_237.148_6.054_NA","La_Jolla Reefs - Mission_Bay",-3.10088949396384,0.00192940280076643,0.013505819605365,"Significant"
"X65120_775.473_8.419_NA","La_Jolla Reefs - Mission_Bay",3.21850164107261,0.00128862233403091,0.0135305345073246,"Significant"
"X34250_200.175_5.064_NA","La_Jolla Reefs - Mission_Bay",-3.21397809695304,0.00130909658875033,0.0137455141818784,"Significant"
"X64607_265.143_8.272_NA","La_Jolla Reefs - Mission_Bay",-3.20945455283347,0.00132987068372222,0.0139636421790833,"Significant"
"X67674_748.541_8.813_NA","La_Jolla Reefs - Mission_Bay",-3.08958222300565,0.00200438217704213,0.0140306752392949,"Significant"
"X62454_346.295_8.048_NA","La_Jolla Reefs - Mission_Bay",-3.39944515459553,0.000675227204146603,0.0141797712870787,"Significant"
"X48158_398.274_6.355_NA","La_Jolla Reefs - Mission_Bay",-3.20266923665412,0.00136160270105992,0.0142968283611292,"Significant"
"X53723_241.143_6.803_NA","La_Jolla Reefs - Mission_Bay",-3.20266923665412,0.00136160270105992,0.0142968283611292,"Significant"
"X3577_231.084_1.738_NA","La_Jolla Reefs - Mission_Bay",-3.39491986173576,0.000686486912474222,0.0144162251619587,"Significant"
"X49982_574.374_6.51_NA","La_Jolla Reefs - Mission_Bay",2.98780089097464,0.00280992549039717,0.0147521088245851,"Significant"
"X13697_355.102_3.237_NA.Mangiferin","La_Jolla Reefs - Mission_Bay",-3.38813454555641,0.000703697359403851,0.0147776445474809,"Significant"
"X64588_390.108_8.349_NA.Massbank.EA008904.Azoxystrobin.methyl..2E..2..2...6..2.cyanophenoxy.pyrimidin.4.yl.oxy.phenyl..3.methoxyacrylate","La_Jolla Reefs - Mission_Bay",-3.07374822924643,0.00211387746690441,0.0147971422683309,"Significant"
"X15178_340.212_3.383_NA","La_Jolla Reefs - Mission_Bay",3.38587277349662,0.000709522702316664,0.01489997674865,"Significant"
"X74057_244.263_9.666_NA","La_Jolla Reefs - Mission_Bay",-2.7616251056295,0.00575144770552649,0.015097550227007,"Significant"
"X82557_217.159_10.601_NA","La_Jolla Reefs - Mission_Bay",-2.76162368499624,0.00575147272819125,0.015097615911502,"Significant"
"X90586_752.544_12.39_NA","La_Jolla Reefs - Mission_Bay",-3.18457669838357,0.00144965889379491,0.0152214183848466,"Significant"
"X3667_226.128_1.786_NA","La_Jolla Reefs - Mission_Bay",-3.37795830897433,0.000730261512657335,0.015335491765804,"Significant"
"X84546_469.331_10.826_NA","La_Jolla Reefs - Mission_Bay",-3.18231328811606,0.00146103684647562,0.015340886887994,"Significant"
"X92084_775.552_12.947_NA","La_Jolla Reefs - Mission_Bay",-2.9018550454731,0.00370960147343619,0.015580326188432,"Significant"
"X84064_363.232_10.778_NA","La_Jolla Reefs - Mission_Bay",-3.05791582482795,0.00222882173581124,0.0156017521506787,"Significant"
"X54299_395.206_7.007_NA","La_Jolla Reefs - Mission_Bay",-2.96970671449637,0.00298084185803268,0.0156494197546716,"Significant"
"X81412_484.364_10.387_NA","La_Jolla Reefs - Mission_Bay",-3.17326946465989,0.00150732555016319,0.0158269182767135,"Significant"
"X29205_518.316_4.617_NA.Spectral.Match.to.Undecaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.17213694565551,0.00151321631566741,0.0158887713145078,"Significant"
"X9972_323.123_2.716_NA","La_Jolla Reefs - Mission_Bay",3.36551682495857,0.000764004076491081,0.0160440856063127,"Significant"
"X80036_203.143_10.307_NA","La_Jolla Reefs - Mission_Bay",-2.7390059643984,0.00616252554501598,0.0161766295556669,"Significant"
"X50197_163.112_6.537_NA","La_Jolla Reefs - Mission_Bay",-3.16648088369758,0.00154295487110637,0.0162010261466169,"Significant"
"X62784_418.22_8.095_NA","La_Jolla Reefs - Mission_Bay",3.16648088369758,0.00154295487110637,0.0162010261466169,"Significant"
"X33657_215.11_4.921_NA","La_Jolla Reefs - Mission_Bay",-3.04547764515162,0.00232311047602525,0.0162617733321767,"Significant"
"X76686_475.324_9.952_NA.Spectral.Match.to..beta..Cryptoxanthin.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.95613608213767,0.00311519612330715,0.0163547796473625,"Significant"
"X32998_232.137_4.936_NA","La_Jolla Reefs - Mission_Bay",-2.9516125380181,0.00316119327969728,0.0165962647184107,"Significant"
"X2663_231.084_1.193_NA","La_Jolla Reefs - Mission_Bay",-3.1585663063158,0.00158547238034754,0.0166474599936492,"Significant"
"X15344_355.159_3.399_NA","La_Jolla Reefs - Mission_Bay",-3.15743541970416,0.00159163487465882,0.0167121661839177,"Significant"
"X6075_337.139_2.344_NA","La_Jolla Reefs - Mission_Bay",3.35420796465965,0.000795925188552222,0.0167144289595967,"Significant"
"X92109_850.476_12.958_NA.TAG..18.5.18.4.18.5.","La_Jolla Reefs - Mission_Bay",-3.15630453309252,0.0015978194127275,0.0167771038336388,"Significant"
"X82851_551.355_10.64_NA","La_Jolla Reefs - Mission_Bay",-3.03303633217032,0.00242106449310751,0.0169474514517526,"Significant"
"X58694_237.185_7.572_NA.Spectral.Match.to.Jasmine.lactone.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.34629348384836,0.00081899661147447,0.0171989288409639,"Significant"
"X55185_327.275_7.113_NA","La_Jolla Reefs - Mission_Bay",-2.94030367771918,0.00327890714066934,0.017214262488514,"Significant"
"X82379_515.336_10.671_NA","La_Jolla Reefs - Mission_Bay",-3.1483867072193,0.00164174348330471,0.0172383065746994,"Significant"
"X88911_981.278_11.836_NA..2S.3R.4S.5S.6R..2...2R.3R.4S.5S.6R..2....3S.6S.8R.10R.12R.13R.14R.17S..3.12.dihydroxy.4.4.8.10.14.pentamethyl.17...2S..6.methyl.2...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxyhept.5.en.2.yl..2.3.5.6.7.9.11.12.13.15.16.17.dodecahydro.1H.cyclopenta.a.phenanthren.6.yl.oxy..4.5.dihydroxy.6..hydroxymethyl.oxan.3.yl.oxy.6..hydroxymethyl.oxane.3.4.5.triol","La_Jolla Reefs - Mission_Bay",-3.14273389375282,0.00167377929352983,0.0175746825820632,"Significant"
"X1693_347.145_0.854_Porphyra.334","La_Jolla Reefs - Mission_Bay",-2.80459735413214,0.00503794707847594,0.0176328147746658,"Significant"
"X72475_281.174_9.642_NA","La_Jolla Reefs - Mission_Bay",-3.13933961898017,0.00169329076068436,0.0177795529871858,"Significant"
"X3461_210.17_1.666_NA","La_Jolla Reefs - Mission_Bay",-2.92334189109429,0.00346296046554615,0.0181805424441173,"Significant"
"X77957_302.305_10.091_NA.Spectral.Match.to.D.erythro.Sphinganine.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.92220950124091,0.00347557671671506,0.0182467777627541,"Significant"
"X55890_331.117_7.211_NA","La_Jolla Reefs - Mission_Bay",-3.12803075868125,0.00175981763622962,0.018478085180411,"Significant"
"X86446_466.374_11.103_NA","La_Jolla Reefs - Mission_Bay",-3.00589661374415,0.00264799013854068,0.0185359309697848,"Significant"
"X297_180.102_0.63_NA","La_Jolla Reefs - Mission_Bay",-2.91316241300177,0.00357788461124307,0.0187838942090261,"Significant"
"X49161_284.185_6.432_NCGC00384597.01.3a.8.dihydroxy.3.5a.9.trimethyl.4.5.6.7.8.9b.hexahydro.3H.benzo.g..1.benzofuran.2.one","La_Jolla Reefs - Mission_Bay",-3.00137152333334,0.00268766427571408,0.0188136499299986,"Significant"
"X70239_514.292_9.284_NA.Spectral.Match.to.1.Heptadecanoyl.sn.glycero.3.phosphocholine.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.1212454425019,0.00180087868688688,0.0189092262123122,"Significant"
"X3568_210.098_1.724_NA","La_Jolla Reefs - Mission_Bay",2.91090064094199,0.00360388600953249,0.0189204015500456,"Significant"
"X65225_554.332_8.445_NA","La_Jolla Reefs - Mission_Bay",-2.91090064094199,0.00360388600953249,0.0189204015500456,"Significant"
"X54137_425.31_6.987_NA.Spectral.Match.to.Hexapropylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.99910975127356,0.00270769750370043,0.018953882525903,"Significant"
"X45200_428.285_5.991_NA","La_Jolla Reefs - Mission_Bay",-3.31349947664058,0.000921362795366138,0.0193486187026889,"Significant"
"X48778_383.225_6.377_NA","La_Jolla Reefs - Mission_Bay",-3.11446012632254,0.0018428186252383,0.0193495955650021,"Significant"
"X76373_568.339_9.914_PC.22.6.0.0....M.H...C30H51N1O7P1.Spectral.Match.to.HEPC.from.NIST14","La_Jolla Reefs - Mission_Bay",-3.30897252346397,0.000936390262005187,0.0196641955021089,"Significant"
"X3643_224.149_1.773_NA","La_Jolla Reefs - Mission_Bay",-2.98780396494349,0.00280989723027322,0.0196692806119125,"Significant"
"X24318_367.161_4.238_NA","La_Jolla Reefs - Mission_Bay",-2.98780089097464,0.00280992549039717,0.0196694784327802,"Significant"
"X60466_421.221_7.787_NA","La_Jolla Reefs - Mission_Bay",-2.89733000858328,0.00376353636268596,0.0197585659041013,"Significant"
"X38795_291.18_5.551_NA","La_Jolla Reefs - Mission_Bay",-3.10767481014319,0.00188565429114523,0.0197993700570249,"Significant"
"X10095_388.254_2.791_NA","La_Jolla Reefs - Mission_Bay",-3.30671415348023,0.00094397164449894,0.0198234045344777,"Significant"
