"","Comparison","Z","P.unadj","P.adj","significant"
"X70903_181.122_9.296_NA","La_Jolla Reefs - Mission_Bay",-2.91542418506155,0.00355205397056619,0.0248643777939633,"Significant"
"X66878_421.282_8.706_NA","La_Jolla Reefs - Mission_Bay",-2.6915101357077,0.00711293369202164,0.0248952679220757,"Significant"
"X50365_309.169_6.561_NA","La_Jolla Reefs - Mission_Bay",-2.91316241300177,0.00357788461124307,0.0250451922787015,"Significant"
"X55707_293.174_7.26_NA..4R..3.methylidene.4...E..3.methyl.4..4.methyl.5.oxooxolan.2.yl.but.2.enyl.oxolan.2.one","La_Jolla Reefs - Mission_Bay",-2.91090064094199,0.00360388600953249,0.0252272020667274,"Significant"
"X65960_608.413_8.542_NA","La_Jolla Reefs - Mission_Bay",2.91090064094199,0.00360388600953249,0.0252272020667274,"Significant"
"X91793_833.24_12.847_NA.2.2.6b.9.9.12a.hexamethyl.4a..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.10..3.4.5.trihydroxy.6.methyloxan.2.yl.oxy.1.3.4.5.6.6a.7.8.8a.10.11.12.13.14b.tetradecahydropicene.6a.carboxylic.acid","La_Jolla Reefs - Mission_Bay",2.68698520702337,0.00721001458126581,0.0252350510344303,"Significant"
"X414_292.118_0.642_NA","La_Jolla Reefs - Mission_Bay",2.74579128057776,0.00603651542453121,0.0253533647830311,"Significant"
"X56419_267.159_7.273_NA","La_Jolla Reefs - Mission_Bay",-3.03303633217032,0.00242106449310751,0.0254211771776289,"Significant"
"X58647_265.143_7.463_NA","La_Jolla Reefs - Mission_Bay",-3.03303633217032,0.00242106449310751,0.0254211771776289,"Significant"
"X52578_332.188_6.803_NA","La_Jolla Reefs - Mission_Bay",-2.81138267031149,0.00493290783041581,0.025897766109683,"Significant"
"X74295_463.341_9.69_NA","La_Jolla Reefs - Mission_Bay",-2.90072415886145,0.0037230144894648,0.0260611014262536,"Significant"
"X70166_363.179_9.202_NA","La_Jolla Reefs - Mission_Bay",-2.67567634672445,0.00745786268081135,0.0261025193828397,"Significant"
"X89729_699.255_12.095_NA","La_Jolla Reefs - Mission_Bay",2.89733000858328,0.00376353636268596,0.0263447545388017,"Significant"
"X55283_281.174_7.137_NA.Massbank.AC000281.Walleminone..1R.4S.5S.6R.9R..5.6.dihydroxy.4.11.11.trimethyl.8.methylidenebicyclo.7.2.0.undecan.3.one","La_Jolla Reefs - Mission_Bay",-3.22189595656775,0.00127345369019536,0.0267425274941026,"Significant"
"X80672_321.242_10.489_NA..4E.8E..7.hydroxy.10..hydroxymethyl..4.8.11.15.tetramethylbicyclo.11.2.0.pentadeca.4.8.14.trien.6.one","La_Jolla Reefs - Mission_Bay",-3.01268038363227,0.00258951488098076,0.027189906250298,"Significant"
"X71107_301.179_9.321_NA","La_Jolla Reefs - Mission_Bay",-2.79328849383322,0.00521751366826563,0.0273919467583946,"Significant"
"X63498_317.174_8.194_NA","La_Jolla Reefs - Mission_Bay",-2.87923583210501,0.00398640111885108,0.0279048078319576,"Significant"
"X36413_212.176_5.224_NA","La_Jolla Reefs - Mission_Bay",-2.87923583210501,0.00398640111885108,0.0279048078319576,"Significant"
"X51394_253.18_6.67_NA","La_Jolla Reefs - Mission_Bay",-2.87923583210501,0.0039864011188511,0.0279048078319577,"Significant"
"X46981_300.18_6.173_NA.Massbank.NA001582.Artemisinin","La_Jolla Reefs - Mission_Bay",-2.78650317765387,0.00532800957136822,0.0279720502496832,"Significant"
"X29883_235.126_4.674_NA","La_Jolla Reefs - Mission_Bay",-2.71299837694907,0.00666774331518116,0.0280045219237609,"Significant"
"X82438_560.378_10.599_NA.NCGC00385384.01...6R..6.hydroxy.2.methyl.5.oxo.6...2S.3S.9R.13R.14S.16R..2.3.16.trihydroxy.4.4.9.13.14.pentamethyl.11.oxo.1.2.3.7.8.10.12.15.16.17.decahydrocyclopenta.a.phenanthren.17.yl.heptan.2.yl..acetate","La_Jolla Reefs - Mission_Bay",-2.87245051592566,0.00407301861115343,0.028511130278074,"Significant"
"X68958_277.179_9.029_NA","La_Jolla Reefs - Mission_Bay",-2.99684797921378,0.00272786708501706,0.0286426043926792,"Significant"
"X56045_556.347_7.228_NA","La_Jolla Reefs - Mission_Bay",-2.77519717258566,0.0055168249953626,0.0289633312256536,"Significant"
"X90351_579.296_12.317_NA","La_Jolla Reefs - Mission_Bay",-2.99232443509421,0.00276861860858995,0.0290704953901945,"Significant"
"X80640_345.206_10.375_NA","La_Jolla Reefs - Mission_Bay",-2.77293254529516,0.0055553634910612,0.0291656583280713,"Significant"
"X75447_335.221_9.783_NA","La_Jolla Reefs - Mission_Bay",-2.98780089097464,0.00280992549039717,0.0295042176491702,"Significant"
"X51917_283.154_6.729_NA","La_Jolla Reefs - Mission_Bay",-2.86114165562674,0.00422118398022509,0.0295482878615756,"Significant"
"X90176_607.514_12.245_NA","La_Jolla Reefs - Mission_Bay",-2.86001224084235,0.00423624656257381,0.0296537259380167,"Significant"
"X58217_570.379_7.504_NA","La_Jolla Reefs - Mission_Bay",2.85887988356695,0.00425139731146822,0.0297597811802775,"Significant"
"X75049_462.358_9.769_NA","La_Jolla Reefs - Mission_Bay",-2.98328041616992,0.00285176584105932,0.0299435413311229,"Significant"
"X62457_277.143_7.995_NA","La_Jolla Reefs - Mission_Bay",-2.98327734685507,0.00285179444206394,0.0299438416416714,"Significant"
"X70374_317.211_9.299_NA","La_Jolla Reefs - Mission_Bay",-2.76388545705603,0.00571175857873976,0.0299867325383838,"Significant"
"X39691_221.138_5.513_NA","La_Jolla Reefs - Mission_Bay",-2.68812024151821,0.00718555168626199,0.0301793170823004,"Significant"
"X57102_309.205_7.364_NA","La_Jolla Reefs - Mission_Bay",-2.76162368499624,0.00575147272819125,0.0301952318230041,"Significant"
"X69048_217.158_9.044_NA","La_Jolla Reefs - Mission_Bay",-3.18683847160685,0.0014383707993026,0.0302057867853546,"Significant"
"X79856_301.179_10.282_NA","La_Jolla Reefs - Mission_Bay",-2.75936191293646,0.00579143571492919,0.0304050375033782,"Significant"
"X33901_196.206_4.963_NA","La_Jolla Reefs - Mission_Bay",-2.97536267522982,0.00292642341618446,0.0307274458699369,"Significant"
"X82318_415.303_10.568_NA","La_Jolla Reefs - Mission_Bay",-2.84757102326803,0.00440542628886691,0.0308379840220684,"Significant"
"X65988_317.21_8.562_NA","La_Jolla Reefs - Mission_Bay",-2.75257659675711,0.00591283126266942,0.0310423641290145,"Significant"
"X61053_315.195_7.871_NA","La_Jolla Reefs - Mission_Bay",-2.96292139831702,0.00304734373942545,0.0319971092639672,"Significant"
"X78826_245.226_10.178_NA.Spectral.Match.to.cis.7.Hexadecenoic.acid.methyl.ester.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.96292139831702,0.00304734373942545,0.0319971092639672,"Significant"
"X82926_527.335_10.697_NA","La_Jolla Reefs - Mission_Bay",-2.83400039090933,0.00459692757649286,0.03217849303545,"Significant"
"X71798_167.143_9.4_NA","La_Jolla Reefs - Mission_Bay",-2.66662925848532,0.00766161378393031,0.0321787778925073,"Significant"
"X35962_243.087_5.191_NA","La_Jolla Reefs - Mission_Bay",-2.6553203981864,0.00792331130214887,0.0332779074690253,"Significant"
"X48708_329.174_6.369_NA","La_Jolla Reefs - Mission_Bay",-2.94935076595831,0.00318442324800886,0.033436444104093,"Significant"
"X70950_358.222_9.239_NA","La_Jolla Reefs - Mission_Bay",-2.82156209604652,0.00477903844234066,0.0334532690963846,"Significant"
"X92334_809.446_13.046_NA","La_Jolla Reefs - Mission_Bay",-2.82042975855063,0.00479593718742392,0.0335715603119675,"Significant"
"X43162_343.175_5.804_NA","La_Jolla Reefs - Mission_Bay",-2.94708899389853,0.00320780869578444,0.0336819913057367,"Significant"
"X63388_344.279_8.181_NA","La_Jolla Reefs - Mission_Bay",-2.4427138245667,0.0145772913630699,0.034013679847163,"Significant"
"X92377_563.388_13.067_NA","La_Jolla Reefs - Mission_Bay",2.71412786794054,0.00664505116775978,0.0348865186307389,"Significant"
"X64814_657.41_8.387_NA","La_Jolla Reefs - Mission_Bay",2.70734115556143,0.00678245193327127,0.0356078726496742,"Significant"
"X38410_188.128_5.405_NA","La_Jolla Reefs - Mission_Bay",2.56937570338819,0.0101881933694694,0.0356586767931429,"Significant"
"X72047_535.288_9.439_NA","La_Jolla Reefs - Mission_Bay",-3.13821034730625,0.00169982844542665,0.0356963973539598,"Significant"
"X424_277.118_0.642_NA","La_Jolla Reefs - Mission_Bay",2.63044090552877,0.00852741935551346,0.0358151612931565,"Significant"
"X49407_221.153_6.452_NA","La_Jolla Reefs - Mission_Bay",-2.62817913346899,0.00858432976117569,0.0360541849969379,"Significant"
"X23961_274.156_4.176_NA","La_Jolla Reefs - Mission_Bay",2.795550265893,0.00518114439978097,0.0362680107984668,"Significant"
"X576_206.118_0.634_NA","La_Jolla Reefs - Mission_Bay",2.50151989812109,0.0123661493118345,0.0370984479355035,"Significant"
"X19905_246.185_3.864_NA","La_Jolla Reefs - Mission_Bay",2.78650317765387,0.00532800957136822,0.0372960669995776,"Significant"
"X64804_226.253_8.386_NA","La_Jolla Reefs - Mission_Bay",2.6915101357077,0.00711293369202164,0.0373429018831136,"Significant"
"X35744_405.246_5.176_NA","La_Jolla Reefs - Mission_Bay",-3.1212454425019,0.00180087868688688,0.0378184524246245,"Significant"
"X85203_559.362_10.909_NA","La_Jolla Reefs - Mission_Bay",-2.68698520702337,0.00721001458126583,0.0378525765516456,"Significant"
"X34153_564.358_5.036_NA","La_Jolla Reefs - Mission_Bay",-2.77971786147452,0.00544061452149961,0.0380843016504973,"Significant"
"X82102_277.216_10.552_NA","La_Jolla Reefs - Mission_Bay",-2.77971786147452,0.00544061452149963,0.0380843016504974,"Significant"
"X62543_251.164_7.884_NA.NCGC00381378.01_C20H30O4_1.10a.Dihydroxy.4.4.7.11b.tetramethyl.2.3.4.4a.5.6.6a.7.10a.11.11a.11b.dodecahydrophenanthro.3.2.b.furan.9.1H..one","La_Jolla Reefs - Mission_Bay",-2.49021103782216,0.0127667263450181,0.0383001790350542,"Significant"
"X3763_268.138_1.832_NA","La_Jolla Reefs - Mission_Bay",-2.6824616629038,0.00730825277144509,0.0383683270500867,"Significant"
"X91860_746.578_12.78_NA.MGDG..14.1.16.1.","La_Jolla Reefs - Mission_Bay",-2.77632805977906,0.00549767049518006,0.0384836934662604,"Significant"
"X83353_539.336_10.695_NA","La_Jolla Reefs - Mission_Bay",-2.68019989084402,0.00735782082186515,0.038628559314792,"Significant"
"X89102_563.265_11.915_NA","La_Jolla Reefs - Mission_Bay",-2.90411532476263,0.00368292472342459,0.0386707095959582,"Significant"
"X75508_242.247_9.817_NA.Spectral.Match.to.cis.cis.9.12.Octadecadien.1.ol.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.43819028044713,0.014761001803588,0.0387476297344184,"Significant"
"X32448_208.097_4.889_NA","La_Jolla Reefs - Mission_Bay",2.48342572164281,0.013012546929047,0.0390376407871411,"Significant"
"X49489_426.306_6.457_NA","La_Jolla Reefs - Mission_Bay",-2.59990832016471,0.00932486691305717,0.0391644410348401,"Significant"
"X77948_528.41_10.182_NA.Spectral.Match.to.Decaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.67341457466467,0.00750833964767483,0.0394187831502929,"Significant"
"X67935_287.164_8.748_NA","La_Jolla Reefs - Mission_Bay",-2.7684090011756,0.00563307140742141,0.0394314998519499,"Significant"
"X13057_394.185_3.173_NA","La_Jolla Reefs - Mission_Bay",2.43140496426778,0.0150403934481508,0.039481032801396,"Significant"
"X91150_760.533_12.593_NA..3S.4S.6aR.6bS.8R.8aR.12aS.14bR..8.hydroxy.4.6a.6b.11.11.14b.hexamethyl.8a...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.3...2S.3R.4S.5R..3.4.5.trihydroxyoxan.2.yl.oxy.1.2.3.4a.5.6.7.8.9.10.12.12a.14.14a.tetradecahydropicene.4.carboxylic.acid","La_Jolla Reefs - Mission_Bay",-2.89507121508529,0.00379072522254054,0.0398026148366757,"Significant"
"X76632_431.298_9.943_NA","La_Jolla Reefs - Mission_Bay",-2.76049563907156,0.0057713728512283,0.0403996099585981,"Significant"
"X66541_358.201_8.639_NA","La_Jolla Reefs - Mission_Bay",-2.66436748642553,0.00771332491420415,0.0404949557995718,"Significant"
"X90002_1220.343_12.137_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",2.26855737596334,0.0232952561422688,0.0407666982489704,"Significant"
"X73484_247.169_9.596_NA","La_Jolla Reefs - Mission_Bay",-2.75483836881689,0.00587211361987567,0.0411047953391297,"Significant"
"X54766_195.138_6.97_NA","La_Jolla Reefs - Mission_Bay",-2.75483836881689,0.00587211361987567,0.0411047953391297,"Significant"
"X48704_383.283_6.37_NA","La_Jolla Reefs - Mission_Bay",-2.5806832477668,0.00986050086868022,0.0414141036484569,"Significant"
"X70169_583.308_9.21_NA","La_Jolla Reefs - Mission_Bay",2.74805870725967,0.00599492739244806,0.0419644917471364,"Significant"
"X83578_455.315_10.846_NA","La_Jolla Reefs - Mission_Bay",-2.65079685406683,0.00803021247847642,0.0421586155120012,"Significant"
"X35385_274.201_5.152_NA","La_Jolla Reefs - Mission_Bay",-2.87245051592566,0.00407301861115343,0.042766695417111,"Significant"
"X19357_347.16_3.758_NA..dimethyl.3..3.4.dimethoxyphenyl.pentane.1.5.dioate.CollisionEnergy.102040.","La_Jolla Reefs - Mission_Bay",2.64174976582769,0.0082478968435485,0.0433014584286296,"Significant"
"X23531_326.138_4.136_NA","La_Jolla Reefs - Mission_Bay",-2.73561471356174,0.00622638801875321,0.0435847161312725,"Significant"
"X74380_377.195_9.697_NA","La_Jolla Reefs - Mission_Bay",-2.86566519974631,0.00416134087327474,0.0436940791693847,"Significant"
"X7092_289.081_2.485_NA","La_Jolla Reefs - Mission_Bay",2.73448242027884,0.0062478431528997,0.0437349020702979,"Significant"
"X71708_762.557_9.432_NA","La_Jolla Reefs - Mission_Bay",-2.2742141459127,0.0229531141328,0.0438195815262545,"Significant"
"X10485_193.119_2.895_NA","La_Jolla Reefs - Mission_Bay",2.30926927303945,0.0209286436182516,0.0439501515983284,"Significant"
"X64382_480.962_8.331_NA","La_Jolla Reefs - Mission_Bay",-2.44045205250692,0.0146688930753261,0.0440066792259783,"Significant"
"X85066_746.557_10.894_NA.DGCC..38.7.","La_Jolla Reefs - Mission_Bay",2.63496444964834,0.00841460957152666,0.0441767002505149,"Significant"
"X86101_554.426_11.033_NA","La_Jolla Reefs - Mission_Bay",-2.7254353320397,0.00642167547422701,0.0449517283195891,"Significant"
"X75986_383.184_9.884_NA","La_Jolla Reefs - Mission_Bay",-2.85661811150717,0.0042818066390822,0.0449589697103631,"Significant"
"X89703_572.503_12.092_NA","La_Jolla Reefs - Mission_Bay",-2.85549163223958,0.00429702551761036,0.0451187679349088,"Significant"
"X68547_610.359_8.95_NA","La_Jolla Reefs - Mission_Bay",-2.72317496083368,0.00646578055906514,0.045260463913456,"Significant"
"X58397_424.232_7.575_NA","La_Jolla Reefs - Mission_Bay",-2.62365558934942,0.00869917020754988,0.0456706435896369,"Significant"
"X83124_291.195_10.586_NA","La_Jolla Reefs - Mission_Bay",-2.22332193476766,0.026194099473735,0.0458396740790363,"Significant"
"X92216_1295.364_12.987_NA.Contaminant.vial.septum.ThermoFisher.C5000.44B","La_Jolla Reefs - Mission_Bay",-2.25498674360463,0.0241341608771101,0.0460743071290283,"Significant"
"X90833_186.981_12.46_NA","La_Jolla Reefs - Mission_Bay",-2.47664167949574,0.0132624975385623,0.046418741384968,"Significant"
"X84419_462.321_10.812_NA","La_Jolla Reefs - Mission_Bay",-2.47664040546346,0.0132625448747654,0.046418907061679,"Significant"
"X72209_295.19_9.224_Massbank.NA002994..6..Gingerol.5.hydroxy.1..4.hydroxy.3.methoxyphenyl.decan.3.one","La_Jolla Reefs - Mission_Bay",-2.61687027317007,0.00887400599158296,0.0465885314558106,"Significant"
"X65875_313.179_8.545_NA","La_Jolla Reefs - Mission_Bay",-2.53092293489828,0.011376284073321,0.0477803931079484,"Significant"
"X54143_592.384_6.99_NA","La_Jolla Reefs - Mission_Bay",2.40878724366994,0.016005625524138,0.0480168765724139,"Significant"
"X56545_258.17_7.285_NA","La_Jolla Reefs - Mission_Bay",-2.70281761144186,0.00687544620165096,0.0481281234115567,"Significant"
"X64784_602.447_8.385_NA","La_Jolla Reefs - Mission_Bay",-3.03982477583955,0.00236715825743393,0.0497103234061126,"Significant"
"X69468_211.169_9.108_NA","La_Jolla Reefs - Mission_Bay",-2.6915101357077,0.00711293369202164,0.0497905358441515,"Significant"
"X77992_259.169_10.041_NA.1.3.6.trihydroxy.2..3.methylbut.2.enyl.xanthen.9.one","La_Jolla Reefs - Mission_Bay",-2.51509053047979,0.0119001821895027,0.0499807651959114,"Significant"
"X67272_313.179_8.756_NA","La_Jolla Reefs - Mission_Bay",-2.58972900845266,0.00960515112331729,0.0504270433974158,"Nonsignificant"
"X91547_536.467_12.715_NA","La_Jolla Reefs - Mission_Bay",-2.58972900845266,0.00960515112331729,0.0504270433974158,"Nonsignificant"
"X59841_185.153_7.506_NA.Spectral.Match.to.....Isolongifolol.from.NIST14","La_Jolla Reefs - Mission_Bay",2.50717561801008,0.0121700228805914,0.0511140960984839,"Nonsignificant"
"X83942_459.273_10.76_NA","La_Jolla Reefs - Mission_Bay",-2.80233558207236,0.00507340695692577,0.0532707730477206,"Nonsignificant"
"X28582_400.254_4.569_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.5682448161948,0.0102214939090624,0.0536628430225774,"Nonsignificant"
"X85391_848.536_10.936_NA","La_Jolla Reefs - Mission_Bay",2.6621084532464,0.00776528541889434,0.0543569979322604,"Nonsignificant"
"X56966_307.226_7.346_NA","La_Jolla Reefs - Mission_Bay",-2.56371994859217,0.0103557063888997,0.0543674585417233,"Nonsignificant"
"X71604_179.143_9.383_NA.Spectral.Match.to.Sumaresinolic.acid.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.26629560390355,0.0234332904096522,0.0546776776225219,"Nonsignificant"
"X49674_521.329_6.481_NA","La_Jolla Reefs - Mission_Bay",-2.5591964021456,0.0104914449884261,0.0550800861892372,"Nonsignificant"
"X71773_419.206_9.399_NA","La_Jolla Reefs - Mission_Bay",-2.65079685406683,0.0080302124784764,0.0562114873493348,"Nonsignificant"
"X11522_311.132_3.009_NA","La_Jolla Reefs - Mission_Bay",-2.54901711137655,0.0108026999692635,0.0567141748386334,"Nonsignificant"
"X84716_571.362_10.852_NA","La_Jolla Reefs - Mission_Bay",-2.78085303908005,0.00542162742124696,0.0569270879230931,"Nonsignificant"
"X82995_854.507_10.662_NA.TAG..18.3.18.4.18.5.","La_Jolla Reefs - Mission_Bay",2.33867230981664,0.019352399298331,0.0580571978949931,"Nonsignificant"
"X79204_281.174_10.086_NA","La_Jolla Reefs - Mission_Bay",-2.45854622898519,0.013950081500554,0.0585903423023269,"Nonsignificant"
"X85212_727.456_10.919_NA","La_Jolla Reefs - Mission_Bay",2.45854622898519,0.013950081500554,0.0585903423023269,"Nonsignificant"
"X80768_195.174_10.282_NA","La_Jolla Reefs - Mission_Bay",-2.23689256712636,0.025293362477985,0.059017845781965,"Nonsignificant"
"X1952_329.134_0.872_NA","La_Jolla Reefs - Mission_Bay",2.08309206706105,0.037242832343052,0.0601614984003148,"Nonsignificant"
"X81724_544.364_10.512_NA","La_Jolla Reefs - Mission_Bay",-2.76162368499624,0.00575147272819123,0.0603904636460079,"Nonsignificant"
"X91038_761.221_12.549_NA.2..4..4..3.5.dihydroxy.4..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.phenyl..2.5.bis.4.hydroxyphenyl.oxolan.3.yl..2.6.dihydroxyphenyl..6..hydroxymethyl.oxane.3.4.5.triol","La_Jolla Reefs - Mission_Bay",2.44497685436977,0.0144861438240029,0.0608418040608123,"Nonsignificant"
"X58341_530.936_7.518_NA","La_Jolla Reefs - Mission_Bay",-2.4404533079232,0.0146688420905794,0.0616091367804334,"Nonsignificant"
"X9884_190.05_2.832_NA","La_Jolla Reefs - Mission_Bay",-2.43819028044713,0.0147610018035879,0.0619962075750692,"Nonsignificant"
"X77924_371.221_10.024_NA","La_Jolla Reefs - Mission_Bay",-2.74352950851797,0.00607825850004038,0.063821714250424,"Nonsignificant"
"X22469_313.183_4.05_NA","La_Jolla Reefs - Mission_Bay",2.50604344224065,0.0122090618272974,0.0640975745933114,"Nonsignificant"
"X56016_665.404_7.222_NA","La_Jolla Reefs - Mission_Bay",2.42009610396886,0.0155164057232637,0.0651689040377074,"Nonsignificant"
"X56728_227.106_7.314_NA","La_Jolla Reefs - Mission_Bay",-2.59877743355307,0.00935564104528928,0.0654894873170249,"Nonsignificant"
"X12590_388.218_3.128_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.49021488086794,0.0127665882904734,0.0670245885249855,"Nonsignificant"
"X63708_268.19_8.225_NA.Parthenolide..M.NH4..","La_Jolla Reefs - Mission_Bay",-2.58746723639288,0.00966843898961141,0.0676790729272799,"Nonsignificant"
"X67761_381.19_8.821_NA","La_Jolla Reefs - Mission_Bay",-2.58520546433309,0.00973209831875381,0.0681246882312767,"Nonsignificant"
"X2556_210.099_1.219_NA","La_Jolla Reefs - Mission_Bay",2.40200316312738,0.0163055674371574,0.0684833832360609,"Nonsignificant"
"X71825_313.219_9.405_NA","La_Jolla Reefs - Mission_Bay",-2.57842147454352,0.00992528554230515,0.0694769987961361,"Nonsignificant"
"X84934_800.523_10.877_NA.Spectral.Match.to.1.Palmitoyl.2.linoleoyl.sn.glycero.3.phosphocholine.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.32623495680877,0.0200060197628555,0.0700210691699943,"Nonsignificant"
"X30516_346.237_4.874_NA","La_Jolla Reefs - Mission_Bay",-2.70281761144186,0.00687544620165096,0.0721921851173351,"Nonsignificant"
"X68805_612.374_9.005_NA","La_Jolla Reefs - Mission_Bay",-2.9244742821135,0.00345038589676424,0.0724581038320491,"Nonsignificant"
"X32171_337.139_4.868_NA","La_Jolla Reefs - Mission_Bay",-2.56258774373525,0.0103895331533469,0.0727267320734282,"Nonsignificant"
"X86078_730.566_11.041_NA","La_Jolla Reefs - Mission_Bay",-2.56258774373525,0.0103895331533469,0.0727267320734284,"Nonsignificant"
"X79411_519.292_10.241_NA","La_Jolla Reefs - Mission_Bay",2.46080800104497,0.0138624528635486,0.07277787753363,"Nonsignificant"
"X66641_267.159_8.648_NA","La_Jolla Reefs - Mission_Bay",2.3725988907134,0.0176634340649081,0.0741864230726141,"Nonsignificant"
"X62428_311.185_8.044_NA","La_Jolla Reefs - Mission_Bay",-2.45176091280584,0.0142159082915398,0.074633518530584,"Nonsignificant"
"X66713_339.253_8.668_NA","La_Jolla Reefs - Mission_Bay",-2.37033711865361,0.0177718725729961,0.0746418648065836,"Nonsignificant"
"X54437_530.389_7.119_NA","La_Jolla Reefs - Mission_Bay",-2.24028637766259,0.0250723370440542,0.0752170111321627,"Nonsignificant"
"X79267_321.206_10.056_NA","La_Jolla Reefs - Mission_Bay",-2.29569864068074,0.0216931182325518,0.0759259138139314,"Nonsignificant"
"X54743_219.138_6.858_NA..1..3.4.dimethoxyphenyl..2.methylpropan.2.ol.CollisionEnergy.205060.","La_Jolla Reefs - Mission_Bay",-2.36129003041448,0.0182114815458833,0.0764882224927097,"Nonsignificant"
"X55304_471.183_7.142_NA","La_Jolla Reefs - Mission_Bay",2.35902947188499,0.0183228005280922,0.0769557622179873,"Nonsignificant"
"X10037_216.123_2.847_NA","La_Jolla Reefs - Mission_Bay",-2.23010725094701,0.0257403235697665,0.0772209707092995,"Nonsignificant"
"X3154_282.133_1.498_NA","La_Jolla Reefs - Mission_Bay",2.68019989084402,0.00735782082186515,0.0772571186295841,"Nonsignificant"
"X82282_335.221_10.596_NA","La_Jolla Reefs - Mission_Bay",2.35224294217534,0.0186605827617162,0.0783744475992078,"Nonsignificant"
"X83788_431.279_10.681_NA","La_Jolla Reefs - Mission_Bay",-2.43366673632757,0.0149467496459504,0.0784704356412397,"Nonsignificant"
"X50305_177.127_6.551_NA.Spectral.Match.to.Pinolenic.acid.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.43366673632757,0.0149467496459504,0.0784704356412397,"Nonsignificant"
"X70267_454.279_9.218_NA","La_Jolla Reefs - Mission_Bay",-2.67341457466467,0.00750833964767483,0.0788375663005857,"Nonsignificant"
"X90379_922.29_12.338_NA..2S.3S.4S.5R.6R..6....3S.4R.6aR.6bS.8aS.14bR..4..hydroxymethyl..4.6a.6b.11.11.14b.hexamethyl.8a...2S.3R.4S.5S.6R..3.4.5.trihydroxy.6..hydroxymethyl.oxan.2.yl.oxycarbonyl.1.2.3.4a.5.6.7.8.9.10.12.12a.14.14a.tetradecahydropicen.3.yl.oxy..3.4.5.trihydroxyoxane.2.carboxylic.acid","La_Jolla Reefs - Mission_Bay",2.34206617271036,0.0191773144416461,0.0805447206549135,"Nonsignificant"
"X64716_593.394_8.445_NA","La_Jolla Reefs - Mission_Bay",2.2730809200829,0.0230213039932253,0.0805745639762886,"Nonsignificant"
"X51028_209.153_6.632_NA.Spectral.Match.to.Pinolenic.acid.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.42235787602865,0.0154201562502964,0.0809558203140559,"Nonsignificant"
"X48333_347.185_6.361_NA","La_Jolla Reefs - Mission_Bay",-2.52187584665914,0.0116730899487211,0.081711629641048,"Nonsignificant"
"X56835_366.227_7.324_NA","La_Jolla Reefs - Mission_Bay",-2.52187584665914,0.0116730899487212,0.0817116296410483,"Nonsignificant"
"X56091_523.289_7.24_NA","La_Jolla Reefs - Mission_Bay",-2.33188699363729,0.0197066368846564,0.0827678749155571,"Nonsignificant"
"X55633_490.299_7.181_NA","La_Jolla Reefs - Mission_Bay",-2.09440739178981,0.0362237048633475,0.0845219780144775,"Nonsignificant"
"X77997_323.185_10.063_NA","La_Jolla Reefs - Mission_Bay",-2.09213915530019,0.0364260694196863,0.0849941619792681,"Nonsignificant"
"X2152_270.154_0.995_NA","La_Jolla Reefs - Mission_Bay",-2.19165825336199,0.0284041922517103,0.0852125767551308,"Nonsignificant"
"X60646_410.216_7.809_NA","La_Jolla Reefs - Mission_Bay",-2.50378167018087,0.0122873831742998,0.0860116822200987,"Nonsignificant"
"X4399_307.128_2.015_NA","La_Jolla Reefs - Mission_Bay",-2.18487180975133,0.028898246985367,0.0866947409561011,"Nonsignificant"
"X87153_391.341_11.266_NA.Spectral.Match.to.Nonaethylene.glycol.from.NIST14","La_Jolla Reefs - Mission_Bay",-2.31153104509923,0.0208035404169922,0.0873748697513672,"Nonsignificant"
"X1993_194.103_0.951_NA","La_Jolla Reefs - Mission_Bay",2.63496444964834,0.00841460957152666,0.0883534005010299,"Nonsignificant"
"X71651_315.195_9.631_NA..1S.5R.9S.13R..14.formyl.5.9.dimethyltetracyclo.11.2.1.0Â¹.Â¹ï...ï...0ï...ï...ï...ï...hexadec.14.ene.5.carboxylic.acid","La_Jolla Reefs - Mission_Bay",-2.38164597895253,0.0172354580233457,0.0904861546225652,"Nonsignificant"
