"","estimate","estimate1","estimate2","statistic","p.value","parameter","conf.low","conf.high","method","alternative","p_BH","significant"
"X38983_324.238_5.446_NA",-0.928934750259496,-0.309644916753165,0.619289833506331,-4.60899662589154,2.20579320059653e-05,59.1849696537135,-1.33220529944447,-0.525664201074518,"Welch Two Sample t-test","two.sided",5.47354579143658e-05,"Significant"
"X17287_326.123_3.581_NA",-0.729332181892763,-0.243110727297588,0.486221454595175,-4.4678909426857,2.20936807720741e-05,93.5951858709026,-1.05346448975745,-0.40519987402808,"Welch Two Sample t-test","two.sided",5.48092075251562e-05,"Significant"
"X28107_265.164_4.586_NA",-0.930404967426299,-0.3101349891421,0.620269978284199,-4.60934386846446,2.21073578294197e-05,59.0376015474903,-1.33430436895762,-0.526505565894979,"Welch Two Sample t-test","two.sided",5.48281771372298e-05,"Significant"
"X45568_247.133_6.024_""10,12-dihydroxy-9-methyl-4,13-dimethylene-6-oxatricyclo[7.4.0.0<3,7>]tridecan- 5-one CollisionEnergy:102040"";3-PHENYLLACTIC ACID",-0.919761842632297,-0.306587280877432,0.613174561754865,-4.6016792691206,2.21938910492462e-05,60.0393351329687,-1.31956650343556,-0.519957181829034,"Welch Two Sample t-test","two.sided",5.50277767711335e-05,"Significant"
"X86096_474.357_11.038_NA",-0.69439902797157,-0.23146634265719,0.46293268531438,-4.43806677789567,2.24052942093259e-05,105.395159456621,-1.00462528150473,-0.384172774438408,"Welch Two Sample t-test","two.sided",5.55367870641198e-05,"Significant"
"X81570_605.367_10.489_NA",0.48197243608156,0.160657478693853,-0.321314957387706,4.41073873133777,2.25451390371773e-05,120.492748201833,0.265629507072566,0.698315365090553,"Welch Two Sample t-test","two.sided",5.58681940926728e-05,"Significant"
"X10401_372.186_2.869_NA",-0.929534479121115,-0.309844826373705,0.61968965274741,-4.60179819325052,2.27242210177857e-05,59.0003777435037,-1.33372298744366,-0.525345970798567,"Welch Two Sample t-test","two.sided",5.62966260200837e-05,"Significant"
"X89746_597.519_12.103_NA",-0.929300907853298,-0.309766969284433,0.619533938568866,-4.60140404761753,2.27464805364635e-05,59.0179474236439,-1.33341994858059,-0.52518186712601,"Welch Two Sample t-test","two.sided",5.63364208764712e-05,"Significant"
"X87246_950.582_11.303_NA;TAG (18:3/18:4/18:5)",-0.927472875014373,-0.309157625004791,0.618315250009582,-4.59999957020518,2.27705946914076e-05,59.1846949939259,-1.33089634005444,-0.524049409974308,"Welch Two Sample t-test","two.sided",5.63807862021453e-05,"Significant"
"X3785_240.107_1.847_NA",-0.929110664292391,-0.30970355476413,0.619407109528261,-4.59917723579799,2.29355960077625e-05,59.0000195830502,-1.33334516902063,-0.524876159564148,"Welch Two Sample t-test","two.sided",5.677387391848e-05,"Significant"
"X73944_347.185_9.564_NA",0.507190183708313,0.169063394569438,-0.338126789138876,4.36377600021594,2.2951794833233e-05,158.588251531445,0.277637008659133,0.736743358757494,"Welch Two Sample t-test","two.sided",5.67985080630797e-05,"Significant"
"X1615_195.959_0.819_NA",-0.928307776802353,-0.309435925600784,0.618871851201569,-4.5970586041466,2.30820466210966e-05,59.0475360570296,-1.33237229769959,-0.52424325590512,"Welch Two Sample t-test","two.sided",5.71052973820436e-05,"Significant"
"X85989_653.446_11.022_Sporidesmolide_II_28401_dereplictor_pv_2.5459e-19",-0.928507824671962,-0.309502608223987,0.619005216447975,-4.59691100899225,2.31066490947668e-05,59.0242395062647,-1.33267573169874,-0.524339917645188,"Welch Two Sample t-test","two.sided",5.7136103633331e-05,"Significant"
"X7373_262.143_2.364_NA",-0.89488747790812,-0.298295825969373,0.596591651938747,-4.57559964134932,2.31070669885348e-05,62.4398133605237,-1.2857879297934,-0.503987026022836,"Welch Two Sample t-test","two.sided",5.7136103633331e-05,"Significant"
"X57465_412.246_7.406_Spectral Match to 1-Decanoyl-2-hydroxy-sn-glycero-3-phosphocholine from NIST14;Spectral Match to 1-Heptadecanoyl-sn-glycero-3-phosphocholine from NIST14",0.480216857842956,0.160072285947652,-0.320144571895304,4.40404107145951,2.33563853941637e-05,119.018096028426,0.26430700585076,0.696126709835153,"Welch Two Sample t-test","two.sided",5.7736883089651e-05,"Significant"
"X88829_764.53_11.801_NA;MGDG (18:4/18:5)",-0.569858048712392,-0.189952682904131,0.379905365808261,-4.34959710255551,2.34061242099362e-05,170.660304678832,-0.828474670369098,-0.311241427055686,"Welch Two Sample t-test","two.sided",5.78441101703561e-05,"Significant"
"X26309_272.149_4.378_NA",-0.883338363385112,-0.294446121128371,0.588892242256741,-4.56390650737431,2.34940897885658e-05,63.6676506366955,-1.27003530101278,-0.496641425757448,"Welch Two Sample t-test","two.sided",5.80345160734048e-05,"Significant"
"X90156_642.352_12.228_NA",-0.927990383226831,-0.309330127742277,0.618660255484554,-4.59233282045717,2.34959363909154e-05,59.0004182088316,-1.33233916737391,-0.523641599079749,"Welch Two Sample t-test","two.sided",5.80345160734048e-05,"Significant"
"X38202_394.258_5.378_NA",-0.905500000585964,-0.301833333528654,0.603666667057309,-4.577964411909,2.35203569202839e-05,61.2149253696983,-1.30098813308658,-0.51001186808535,"Welch Two Sample t-test","two.sided",5.80790562518255e-05,"Significant"
"X73707_403.247_9.585_NA",-0.844340162825089,-0.281446720941696,0.562893441883393,-4.53691659700595,2.35628603042464e-05,68.7229499404853,-1.21563499560309,-0.473045330047083,"Welch Two Sample t-test","two.sided",5.8168212296011e-05,"Significant"
"X88719_846.292_11.774_NA;Contaminants septum vial Thermo C4000-53 and C4000-54 serie",-0.927749635599677,-0.309249878533226,0.618499757066452,-4.59130827310604,2.35767926969964e-05,59.0080544020706,-1.33208263189755,-0.523416639301805,"Welch Two Sample t-test","two.sided",5.81868076007304e-05,"Significant"
"X2477_325.139_1.109_NA",-0.776353315130571,-0.258784438376857,0.517568876753714,-4.48778198399886,2.36079550646551e-05,80.811663058907,-1.12056659343704,-0.432140036824103,"Welch Two Sample t-test","two.sided",5.82479043277732e-05,"Significant"
"X66166_349.201_8.764_NA",-0.774072794034012,-0.258024264678004,0.516048529356008,-4.48562129681732,2.36552497351116e-05,81.2951533072279,-1.11740924330343,-0.430736344764596,"Welch Two Sample t-test","two.sided",5.83487603341387e-05,"Significant"
"X15737_416.212_3.44_NA",-0.927581185136411,-0.309193728378804,0.618387456757607,-4.58993209408564,2.36947081316692e-05,59.0022219113099,-1.33196281077764,-0.523199559495184,"Welch Two Sample t-test","two.sided",5.8430237681892e-05,"Significant"
"X84732_636.41_10.863_NA",0.490330532595372,0.163443510865124,-0.326887021730248,4.37618894236489,2.37814861242144e-05,136.854734200749,0.268766956898106,0.711894108292639,"Welch Two Sample t-test","two.sided",5.8628327505791e-05,"Significant"
"X81225_273.257_10.459_Manool CollisionEnergy:102040",-0.927378527581166,-0.309126175860389,0.618252351720777,-4.58868926409458,2.37987848491405e-05,59.0021979162066,-1.33178130891291,-0.522975746249425,"Welch Two Sample t-test","two.sided",5.86550696254773e-05,"Significant"
"X91653_775.272_12.729_NA",-0.92712870222877,-0.309042900742923,0.618085801485847,-4.58703420932542,2.39392355939478e-05,59.0000785297968,-1.33156871983663,-0.522688684620909,"Welch Two Sample t-test","two.sided",5.89852384878519e-05,"Significant"
"X2563_341.134_1.113_NA",-0.722754599179751,-0.240918199726583,0.481836399453167,-4.44357659228724,2.40157807696209e-05,94.6591577493805,-1.04567373969147,-0.399835458668035,"Welch Two Sample t-test","two.sided",5.91578105546988e-05,"Significant"
"X82521_541.352_10.6_NA",-0.843216787202419,-0.281072262400806,0.562144524801612,-4.53043871440572,2.41180301533229e-05,68.7407157261782,-1.2145460938542,-0.471887480550642,"Welch Two Sample t-test","two.sided",5.93935888824517e-05,"Significant"
"X31274_294.19_4.794_NA",-0.926153190356418,-0.308717730118806,0.617435460237612,-4.58396964460043,2.41715407147343e-05,59.0494833903294,-1.33043068421596,-0.521875696496879,"Welch Two Sample t-test","two.sided",5.95092467312114e-05,"Significant"
"X3478_296.185_1.677_NA",-0.810928028298974,-0.270309342766324,0.540618685532649,-4.50655782794795,2.4242710798564e-05,73.8445427289089,-1.16948681123749,-0.452369245360455,"Welch Two Sample t-test","two.sided",5.96683071414575e-05,"Significant"
"X53935_391.23_6.964_Hexa-methoxymethyl-melamine",-0.926365956706117,-0.308788652235372,0.617577304470744,-4.58240458910689,2.43326841476441e-05,59.0007567359795,-1.33088141672184,-0.521850496690397,"Welch Two Sample t-test","two.sided",5.98735491936077e-05,"Significant"
"X49074_454.915_6.42_NA",0.510811980080138,0.170270660026713,-0.340541320053425,4.34343149432665,2.44848754991775e-05,164.174559304129,0.278597440364859,0.743026519795417,"Welch Two Sample t-test","two.sided",6.02317337766563e-05,"Significant"
"X43231_282.19_5.813_NA",-0.925913498444654,-0.308637832814885,0.61727566562977,-4.57959143664038,2.45754972024477e-05,59.0000017770576,-1.3304798566805,-0.521347140208804,"Welch Two Sample t-test","two.sided",6.04379170673882e-05,"Significant"
"X77632_275.2_10.047_NA;KU036-10",-0.855327082578185,-0.285109027526062,0.570218055052123,-4.53401084376104,2.45819860663442e-05,66.9337435113192,-1.2318747191756,-0.478779445980766,"Welch Two Sample t-test","two.sided",6.04379170673882e-05,"Significant"
"X45652_329.23_6.027_NA",0.502262805141692,0.167420935047231,-0.334841870094461,4.34938560020335,2.46401000508319e-05,155.0288675428,0.274147360957576,0.730378249325808,"Welch Two Sample t-test","two.sided",6.05644200222124e-05,"Significant"
"X42651_426.248_5.755_NA",0.561040543744579,0.187013514581526,-0.374027029163052,4.33463605292496,2.46634564243464e-05,173.79100321431,0.305579593740045,0.816501493749112,"Welch Two Sample t-test","two.sided",6.0605444813556e-05,"Significant"
"X40859_187.096_5.613_NA",0.478609303071399,0.159536434357133,-0.319072868714266,4.38856632522536,2.4833408425695e-05,119.008747412264,0.26266326598887,0.694555340153927,"Welch Two Sample t-test","two.sided",6.1006579142507e-05,"Significant"
"X68175_355.225_8.898_NA",-0.925317020588249,-0.30843900686275,0.6168780137255,-4.57596995775761,2.48907374871333e-05,59.0004610151895,-1.32994266189389,-0.520691379282609,"Welch Two Sample t-test","two.sided",6.11308982260982e-05,"Significant"
"X88127_255.137_11.547_NA",-0.656791391589356,-0.218930463863119,0.437860927726237,-4.38562602055074,2.49571497013852e-05,120.143889642746,-0.953302169740419,-0.360280613438293,"Welch Two Sample t-test","two.sided",6.12774520888453e-05,"Significant"
"X8708_192.077_2.859_NA",-0.924949291352454,-0.308316430450818,0.616632860901636,-4.57376904068939,2.50839389640006e-05,59.0012700029325,-1.32960864492591,-0.520289937778998,"Welch Two Sample t-test","two.sided",6.15604882400191e-05,"Significant"
"X87427_419.294_11.308_NA",0.52967088021569,0.176556960071897,-0.353113920143794,4.32874748617364,2.50859666662198e-05,176.371548705077,0.288190300670217,0.771151459761164,"Welch Two Sample t-test","two.sided",6.15604882400191e-05,"Significant"
"X1690_182.102_0.856_NA",0.478520019640432,0.159506673213477,-0.319013346426955,4.38529745415091,2.51049840660773e-05,119.355955708224,0.262459782456596,0.694580256824268,"Welch Two Sample t-test","two.sided",6.15793024649637e-05,"Significant"
"X88259_511.341_11.596_NA",0.478448249088937,0.159482749696312,-0.318965499392625,4.38545904909408,2.51071793046217e-05,119.232550539617,0.262426088178703,0.694470409999171,"Welch Two Sample t-test","two.sided",6.15793024649637e-05,"Significant"
"X32612_294.154_4.899_NA",-0.544056801801063,-0.181352267267021,0.362704534534042,-4.32686553411674,2.51794715746354e-05,177.8490491274,-0.792189664642978,-0.295923938959147,"Welch Two Sample t-test","two.sided",6.17399556517219e-05,"Significant"
"X70628_323.185_9.315_NA",0.513114409586869,0.171038136528956,-0.342076273057913,4.3339869202788,2.5227244967741e-05,166.979815315176,0.279374024841457,0.746854794332283,"Welch Two Sample t-test","two.sided",6.18404182385283e-05,"Significant"
"X83516_322.273_10.712_NA",-0.858384732771966,-0.286128244257322,0.572256488514644,-4.52834850844549,2.53616335131492e-05,66.3445400457166,-1.2368128292287,-0.479956636315237,"Welch Two Sample t-test","two.sided",6.21530921567527e-05,"Significant"
"X50019_225.148_6.513_NA",0.551835465116374,0.183945155038791,-0.367890310077583,4.32586556345728,2.53766205847508e-05,176.481527710022,0.300083375293593,0.803587554939154,"Welch Two Sample t-test","two.sided",6.21730623434531e-05,"Significant"
"X89625_566.569_12.072_NA",-0.923549409043274,-0.307849803014424,0.615699606028849,-4.56904048390293,2.54668635772926e-05,59.0665268776284,-1.32800512703351,-0.519093691053034,"Welch Two Sample t-test","two.sided",6.23773501198125e-05,"Significant"
"X6475_326.143_2.484_NA",-0.923030922986121,-0.307676974328707,0.615353948657414,-4.56853495275323,2.54856483977549e-05,59.1120722039804,-1.32729779727155,-0.518764048700691,"Welch Two Sample t-test","two.sided",6.24065486755689e-05,"Significant"
"X36646_414.175_5.244_NA",0.539275495818834,0.179758498606278,-0.359516997212556,4.32361305668528,2.55081313007454e-05,177.989856124083,0.29313960014993,0.785411391487738,"Welch Two Sample t-test","two.sided",6.24447845412971e-05,"Significant"
"X47777_207.138_6.266_NA;Massbank:AC000287 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",0.58515943024391,0.195053143414637,-0.390106286829273,4.33563921182513,2.55375695659757e-05,160.95484997873,0.318628942806653,0.851689917681168,"Welch Two Sample t-test","two.sided",6.25000222056127e-05,"Significant"
"X80730_444.331_10.394_NA;Spectral Match to p-tert-Octylphenol pentaglycol ether from NIST14",-0.903534480756185,-0.301178160252062,0.602356320504123,-4.55507675464773,2.56232029078856e-05,61.01352787132,-1.30017340768177,-0.506895553830598,"Welch Two Sample t-test","two.sided",6.26927235840946e-05,"Significant"
"X76969_730.53_9.981_NA",-0.923692613797962,-0.307897537932654,0.615795075865308,-4.5665418607399,2.57257323868462e-05,59.0089730726061,-1.32844063247049,-0.518944595125431,"Welch Two Sample t-test","two.sided",6.29129060783984e-05,"Significant"
"X79533_461.289_10.25_NA",-0.861151869867317,-0.287050623289106,0.574101246578211,-4.52664863583732,2.57270330839733e-05,65.9013696969537,-1.24098988081248,-0.481313858922157,"Welch Two Sample t-test","two.sided",6.29129060783984e-05,"Significant"
"X53245_207.138_6.883_NA",0.549788491032588,0.183262830344196,-0.366525660688392,4.32107398509004,2.58549630199056e-05,176.838256412051,0.298695616500239,0.800881365564936,"Welch Two Sample t-test","two.sided",6.32087453016892e-05,"Significant"
"X4124_224.164_2.108_NA",-0.586454937871902,-0.195484979290634,0.390969958581268,-4.33216680287901,2.59937951575752e-05,159.859819410377,-0.853803487356379,-0.319106388387424,"Welch Two Sample t-test","two.sided",6.35310713905038e-05,"Significant"
"X82253_658.509_10.701_NA",-0.922868571674385,-0.307622857224795,0.61524571444959,-4.56294434188667,2.60388726204071e-05,59.0334561627253,-1.32757082330707,-0.518166320041698,"Welch Two Sample t-test","two.sided",6.36241413234994e-05,"Significant"
"X31702_237.111_4.833_NA;HYDROXYPHENYLLACTIC ACID",-0.607562625735678,-0.202520875245226,0.405041750490452,-4.34292102776497,2.60717012312288e-05,146.850498721264,-0.884034529202968,-0.331090722268389,"Welch Two Sample t-test","two.sided",6.36872400844525e-05,"Significant"
"X84582_474.378_10.728_NA;Spectral Match to 1-Hexadecanoyl-2-sn-glycero-3-phosphate from NIST14",-0.754521493333356,-0.251507164444452,0.503014328888904,-4.44675600390828,2.62270637034918e-05,84.9070170484324,-1.0918943077354,-0.417148678931307,"Welch Two Sample t-test","two.sided",6.40495469224141e-05,"Significant"
"X52447_393.19_6.708_NA;Spectral Match to 13,14-Dihydro-15-ketoprostaglandin D1 from NIST14",0.563303146936135,0.187767715645378,-0.375535431290757,4.32051836455911,2.62565458969205e-05,172.095094179557,0.305956066801013,0.820650227071257,"Welch Two Sample t-test","two.sided",6.41043274153601e-05,"Significant"
"X83818_452.358_10.794_NA",-0.922269865336372,-0.307423288445457,0.614846576890915,-4.55949230701113,2.63549255852995e-05,59.0369274877441,-1.32701527589624,-0.517524454776505,"Welch Two Sample t-test","two.sided",6.43272438715552e-05,"Significant"
"X82741_472.327_10.625_NA",-0.901203326353494,-0.300401108784498,0.600802217568996,-4.546391674726,2.63641483118715e-05,61.1202594132824,-1.29756066820461,-0.504845984502379,"Welch Two Sample t-test","two.sided",6.43324842865099e-05,"Significant"
"X62154_356.279_8.012_NA",-0.921966564187212,-0.307322188062404,0.614644376124808,-4.5555355989975,2.67460760429796e-05,59.0009502116401,-1.32693545795147,-0.516997670422957,"Welch Two Sample t-test","two.sided",6.52469340978723e-05,"Significant"
"X89771_804.491_12.107_NA;MGDG (14:0/18:4)",0.476614109176821,0.158871369725607,-0.317742739451214,4.36929850625244,2.6796825727757e-05,119.00766953742,0.260619959854329,0.692608258499313,"Welch Two Sample t-test","two.sided",6.53532026600769e-05,"Significant"
"X64044_395.206_8.278_NA",0.515550787408005,0.171850262469335,-0.34370052493867,4.31658059251063,2.68281878136062e-05,170.190260308612,0.279785998572148,0.751315576243862,"Welch Two Sample t-test","two.sided",6.5412143631351e-05,"Significant"
"X35771_340.175_5.322_NA;Methyl-Domoic Acid",-0.762954472967813,-0.254318157655938,0.508636315311876,-4.44576350164713,2.70360481568998e-05,82.6077812017908,-1.10431143475528,-0.421597511180343,"Welch Two Sample t-test","two.sided",6.59012734162287e-05,"Significant"
"X805_335.168_0.64_NA",-0.907492732305688,-0.30249757743523,0.604995154870459,-4.54365722210084,2.70635524947962e-05,60.3532301241321,-1.30695887949679,-0.50802658511459,"Welch Two Sample t-test","two.sided",6.59506350261826e-05,"Significant"
"X38400_326.253_5.397_NA",-0.919625948630688,-0.306541982876896,0.613083965753792,-4.54913717394081,2.72709862169377e-05,59.1360035638916,-1.32411555994351,-0.515136337317868,"Welch Two Sample t-test","two.sided",6.64383190472662e-05,"Significant"
"X19866_318.206_3.743_NA",-0.676925506446298,-0.225641835482099,0.451283670964199,-4.37968468243839,2.73031743168361e-05,109.592183440472,-0.9832404768931,-0.370610535999496,"Welch Two Sample t-test","two.sided",6.64989179985732e-05,"Significant"
"X5229_266.138_2.187_NA",-0.752181394165825,-0.250727131388608,0.501454262777217,-4.43522715544501,2.73378386881587e-05,85.0824159125071,-1.08937206360923,-0.414990724722421,"Welch Two Sample t-test","two.sided",6.65655140205514e-05,"Significant"
"X14374_388.254_3.302_NA;Spectral Match to Decaethylene glycol from NIST14",-0.918265859512954,-0.306088619837651,0.612177239675302,-4.54665791291594,2.74476768616179e-05,59.2363774656722,-1.3223631932018,-0.51416852582411,"Welch Two Sample t-test","two.sided",6.68150677445328e-05,"Significant"
"X79188_862.609_10.212_NA",-0.919378356757711,-0.30645945225257,0.612918904505141,-4.54693132616159,2.74906913405326e-05,59.1240278825991,-1.32395695427803,-0.514799759237389,"Welch Two Sample t-test","two.sided",6.69018644721954e-05,"Significant"
"X78984_219.174_10.107_NA;Massbank:AC000287 Walleminone|(1R,4S,5S,6R,9R)-5,6-dihydroxy-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undecan-3-one",-0.818818090476323,-0.272939363492108,0.545878726984215,-4.47998722947883,2.76718189058831e-05,71.5794192678207,-1.18320482220408,-0.454431358748566,"Welch Two Sample t-test","two.sided",6.73246394145809e-05,"Significant"
"X79051_265.216_10.204_NA",-0.898927303992423,-0.299642434664141,0.599284869328282,-4.53261027962235,2.7680612632887e-05,61.1246965020849,-1.29548513003457,-0.502369477950278,"Welch Two Sample t-test","two.sided",6.7328017672073e-05,"Significant"
"X75291_421.258_9.804_NA",-0.655973573549235,-0.218657857849745,0.43731571569949,-4.3581081341101,2.80746911484178e-05,118.578154730313,-0.954025071116239,-0.357922075982231,"Welch Two Sample t-test","two.sided",6.826827812822e-05,"Significant"
"X68918_381.272_9.021_NA",0.475288811574691,0.15842960385823,-0.316859207716461,4.3565308035762,2.81798775017028e-05,119.003506272143,0.259263934280914,0.691313688868468,"Welch Two Sample t-test","two.sided",6.85057342902357e-05,"Significant"
"X64912_225.196_8.402_NA",-0.909065517431743,-0.303021839143914,0.606043678287828,-4.53356456544315,2.82632306709331e-05,59.9963508904474,-1.3101635988933,-0.507967435970189,"Welch Two Sample t-test","two.sided",6.86900008714577e-05,"Significant"
"X64778_268.263_8.378_NA",0.479259752214619,0.159753250738206,-0.319506501476413,4.34165769816488,2.86581386256234e-05,126.725396048926,0.260820530979024,0.697698973450215,"Welch Two Sample t-test","two.sided",6.96311588413063e-05,"Significant"
"X68315_351.253_8.912_NA",-0.918586053710683,-0.306195351236894,0.612390702473789,-4.53553652170917,2.86858811366467e-05,59.01115271982,-1.32384774008452,-0.513324367336844,"Welch Two Sample t-test","two.sided",6.96799442410878e-05,"Significant"
"X57814_384.253_7.452_NA",0.620659604675768,0.206886534891923,-0.413773069783845,4.32828584736927,2.87892784526524e-05,137.033653830377,0.337104166774352,0.904215042577183,"Welch Two Sample t-test","two.sided",6.99124251312808e-05,"Significant"
"X3351_224.164_1.626_NA",-0.729783163875473,-0.243261054625158,0.486522109250315,-4.40568263577477,2.88912014187344e-05,90.4709882248283,-1.05884427171584,-0.400722056035108,"Welch Two Sample t-test","two.sided",7.01412024830795e-05,"Significant"
"X22514_458.202_4.027_NA",-0.832904709519686,-0.277634903173229,0.555269806346457,-4.47866514205737,2.89342590033022e-05,69.0999084960402,-1.20389841415846,-0.461911004880911,"Welch Two Sample t-test","two.sided",7.02143127782982e-05,"Significant"
"X89572_762.196_12.055_NA;[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,9S,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",0.474606291863333,0.158202097287778,-0.316404194575555,4.34975314512249,2.89367608865248e-05,119.031121219794,0.258556023077079,0.690656560649587,"Welch Two Sample t-test","two.sided",7.02143127782982e-05,"Significant"
"X86328_333.242_11.088_NA",-0.91063605847785,-0.30354535282595,0.6070907056519,-4.5269755597766,2.91096105242278e-05,59.707303842562,-1.313051971727,-0.508220145228705,"Welch Two Sample t-test","two.sided",7.06148823069047e-05,"Significant"
"X83809_458.252_10.748_NA",0.474497625813892,0.158165875271297,-0.316331750542594,4.34776421353484,2.91410566708872e-05,119.167988307893,0.258400560683932,0.690594690943851,"Welch Two Sample t-test","two.sided",7.06723092162461e-05,"Significant"
"X13816_318.206_3.251_NA",-0.834010258573166,-0.278003419524389,0.556006839048777,-4.47737838207334,2.91735794529597e-05,68.8842718305955,-1.20562388346902,-0.462396633677315,"Welch Two Sample t-test","two.sided",7.07323158363492e-05,"Significant"
"X54710_319.19_7.062_NA",0.538861425846324,0.179620475282108,-0.359240950564216,4.28965836750501,2.93148432439227e-05,177.911541849957,0.290966985994379,0.786755865698268,"Welch Two Sample t-test","two.sided",7.10558663752987e-05,"Significant"
"X60709_172.169_7.83_NA",0.474328954537482,0.158109651512494,-0.316219303024988,4.34579680872779,2.93589968865973e-05,119.217519305073,0.258211831631061,0.690446077443904,"Welch Two Sample t-test","two.sided",7.11439231590999e-05,"Significant"
"X91559_773.273_12.712_NA",-0.917527544154501,-0.305842514718167,0.611685029436334,-4.52851713517104,2.94076457519957e-05,59.0011692237855,-1.32295112080446,-0.512103967504538,"Welch Two Sample t-test","two.sided",7.12428231220744e-05,"Significant"
"X53942_359.204_6.965_NA;Hexa-methoxymethyl-melamine",-0.917454463264782,-0.305818154421594,0.611636308843188,-4.52812484737756,2.94475453444416e-05,59.0020621517589,-1.32288074013985,-0.51202818638971,"Welch Two Sample t-test","two.sided",7.13204800936768e-05,"Significant"
"X39029_277.191_5.45_NA",-0.917249732808641,-0.305749910936214,0.611499821872427,-4.5267957784721,2.95860743658433e-05,59.0006079820148,-1.32270475441608,-0.511794711201201,"Welch Two Sample t-test","two.sided",7.16221270747154e-05,"Significant"
"X80358_493.317_10.341_NA",0.539005900550733,0.179668633516911,-0.359337267033822,4.28740371582197,2.95878474804917e-05,177.88247061391,0.290914322598721,0.787097478502745,"Welch Two Sample t-test","two.sided",7.16221270747154e-05,"Significant"
"X79524_326.232_10.251_NA",-0.900475511736694,-0.300158503912231,0.600317007824462,-4.51510196484273,2.97636175276058e-05,60.6190154510167,-1.29932386223074,-0.501627161242648,"Welch Two Sample t-test","two.sided",7.20284297474028e-05,"Significant"
"X41736_424.195_5.527_NA",-0.767385197449134,-0.255795065816378,0.511590131632756,-4.42504041146779,2.98906637139814e-05,80.7004616272442,-1.11245362776764,-0.422316767130628,"Welch Two Sample t-test","two.sided",7.23166350419156e-05,"Significant"
"X54112_461.272_7.117_NA",-0.911177968895343,-0.303725989631781,0.607451979263562,-4.52024749928217,2.9922173746009e-05,59.5297735068853,-1.31445753900729,-0.507898398783394,"Welch Two Sample t-test","two.sided",7.23736109866225e-05,"Significant"
"X79037_522.378_10.168_NA",-0.86468335496057,-0.288227784986857,0.576455569973713,-4.4911772460779,2.99331295720261e-05,64.6064975649511,-1.24923538479873,-0.480131325122413,"Welch Two Sample t-test","two.sided",7.23808548055482e-05,"Significant"
"X26416_303.178_4.379_tetra(methoxymethyl)melamine (putative)",-0.916583450239649,-0.305527816746549,0.611055633493099,-4.52310254047173,2.9967587649706e-05,59.0067202539459,-1.32207389858533,-0.511093001893964,"Welch Two Sample t-test","two.sided",7.24449101066544e-05,"Significant"
"X55874_440.321_7.204_NA",-0.915550613335888,-0.305183537778629,0.610367075557259,-4.52220736375294,2.99999318894384e-05,59.0995001058541,-1.32065101341844,-0.510450213253338,"Welch Two Sample t-test","two.sided",7.25038226312529e-05,"Significant"
"X91287_854.507_12.619_NA;TAG (18:3/18:4/18:5)",-0.916500290225741,-0.305500096741914,0.611000193483827,-4.52220753765457,3.00662340736378e-05,59.0000144913322,-1.32203515789012,-0.510965422561363,"Welch Two Sample t-test","two.sided",7.26447515805249e-05,"Significant"
"X6853_328.159_2.453_NA",-0.915993056025049,-0.305331018675016,0.610662037350033,-4.51998935449332,3.02909065023166e-05,59.0148622010627,-1.3215002529853,-0.510485859064795,"Welch Two Sample t-test","two.sided",7.3168151413141e-05,"Significant"
"X79722_479.3_10.243_NA",-0.542702787793102,-0.180900929264367,0.361801858528735,-4.28158718684137,3.03413974515404e-05,177.32457395688,-0.792840688595987,-0.292564886990218,"Welch Two Sample t-test","two.sided",7.32706469135206e-05,"Significant"
"X89410_533.254_12.008_NA",-0.915890891780269,-0.305296963926756,0.610593927853513,-4.51934937383293,3.03591473186527e-05,59.0145256808028,-1.32141032640116,-0.510371457159377,"Welch Two Sample t-test","two.sided",7.32940433938371e-05,"Significant"
"X60097_384.238_7.811_NA",-0.869398110536427,-0.289799370178809,0.579598740357618,-4.49000866307912,3.04362779688831e-05,63.9433576888349,-1.25622409419448,-0.48257212687837,"Welch Two Sample t-test","two.sided",7.3460748418658e-05,"Significant"
"X58091_444.223_7.486_NA",0.480602140966836,0.160200713655612,-0.320401427311224,4.31993184895209,3.04807076854469e-05,131.745774496339,0.260530264228589,0.700674017705082,"Welch Two Sample t-test","two.sided",7.3531583801669e-05,"Significant"
"X91715_556.456_12.78_NA",0.473788071926052,0.157929357308684,-0.315858714617368,4.33509339326911,3.04818015121525e-05,120.018366548383,0.257399205067731,0.690176938784374,"Welch Two Sample t-test","two.sided",7.3531583801669e-05,"Significant"
"X82926_527.335_10.697_NA",-0.74025509586462,-0.24675169862154,0.49350339724308,-4.40046040047277,3.05155489473865e-05,87.023219622011,-1.0746136605974,-0.405896531131838,"Welch Two Sample t-test","two.sided",7.35920209140689e-05,"Significant"
