Metabolite,T,dof,alternative,p-val,CI95%,cohen-d,BF10,power,p-bh,Significance
X53482_428.864_6.913_nan,-2.8143686847509732,119.5008811138973,two-sided,0.00571709985980045,[-0.53 -0.09],0.3144636956325213,6.294,0.5072786602335727,0.008647458313975327,True
X8882_430.171_2.732_nan,2.8495719564690747,69.8138673934058,two-sided,0.005749388458624345,[0.17 0.94],0.5714240155139578,6.884,0.9489201265763545,0.008694850277081263,True
X63672_284.185_8.218_nan,2.8635578731089986,59.845035972861304,two-sided,0.005767654899671539,[0.18 1.04],0.6353131863155077,7.135,0.9791418348187592,0.00872102417226237,True
X29010_446.259_4.604_nan,2.8649995831738546,59.00013422692937,two-sided,0.005768966204360547,[0.19 1.05],0.6424394237304096,7.161,0.9812905163378355,0.008721556489864665,True
X22476_334.201_3.993_nan,2.7950687331025614,172.99658961055692,two-sided,0.00577509509989591,[0.11 0.63],0.3755408488615252,5.996,0.6562888010860072,0.008729370681338923,True
X58330_319.19_7.517_nan,2.8231234747309633,96.1300046130981,two-sided,0.005780863866762638,[0.14 0.81],0.4840651540109491,6.435,0.861033713921225,0.008736638011403907,True
X88661_699.595_11.759_nan,2.863672825517286,59.0020615272019,two-sided,0.005790118609691639,[0.19 1.05],0.6421260063812869,7.137,0.9812001389125604,0.00874917041703779,True
X68704_415.21_8.984_nan,2.8119182209726374,113.13791786467189,two-sided,0.005806764312184438,[0.13 0.76],0.45189485637352445,6.256,0.811279287950999,0.008771407397637633,True
X68641_278.183_8.977_nan,-2.8050583572251377,129.55321045228607,two-sided,0.005806520308067872,[-0.54 -0.09],0.31843965573603894,6.148,0.5172471630444561,0.008771407397637633,True
X53955_309.169_6.996_nan,-2.8042665395279722,129.19333494156234,two-sided,0.005822205898543211,[-0.72 -0.12],0.4288059759651752,6.136,0.7695571659795009,0.00879327176570679,True
X91885_765.584_12.873_nan,2.8613193158705426,59.00202297009048,two-sided,0.005827918879944341,[0.19 1.05],0.6415985930839059,7.094,0.9810472148112349,0.008800438209010787,True
X58834_404.279_7.583_nan,2.8058398661817,123.98363085921889,two-sided,0.005829308791129432,[0.13 0.73],0.4356673051464002,6.16,0.7824656642517505,0.008801075312014081,True
X10825_342.155_2.933_nan,2.8326141341496283,79.65276370203428,two-sided,0.005845371985704842,[0.15 0.88],0.5290696852771377,6.592,0.9143532347067305,0.008823862210531034,True
X85719_664.46_10.987_nan,2.79023021294475,175.66751351764833,two-sided,0.0058490626308282095,[0.11 0.63],0.3697291416429478,5.923,0.6427435429379075,0.008827967702438592,True
X68882_167.143_9.008_nan,-2.805844650865928,119.41252161491616,two-sided,0.0058614009154377535,[-0.53 -0.09],0.3134675134877498,6.16,0.504780149056481,0.008845121514217435,True
"X36197_187.096_5.213_nan;""1-(2-hydroxy-4,6-dimethoxyphenyl)-2-methoxyethan-1-one CollisionEnergy:205060""",-2.805539206836352,119.01904207249223,two-sided,0.005869500032764185,[-0.53 -0.09],0.3132386231350834,6.156,0.5042060461256251,0.008855873597393291,True
X62362_379.211_8.037_nan,2.8413602958918163,70.3043316433916,two-sided,0.005873192267270393,[0.16 0.94],0.5674601979000786,6.741,0.9462507774278851,0.008859974132076058,True
X59322_251.164_7.638_nan,2.8215476131480477,90.00388303682293,two-sided,0.005880531513041222,[0.14 0.83],0.4976888540832221,6.41,0.8791342990751241,0.00886957407375096,True
X92179_846.292_12.977_nan;Contaminants septum vial Thermo C4000-53 and C4000-54 serie,2.8558897124077047,59.00473111164828,two-sided,0.005915913957182089,[0.18 1.05],0.6403588130439255,6.996,0.9806835674515592,0.008921461220550597,True
X57015_291.159_7.344_nan,-2.798688901937041,129.2235031764786,two-sided,0.005917575783129801,[-0.72 -0.12],0.4279159016029693,6.05,0.7678518158333658,0.00892248739970417,True
X32757_245.138_4.922_nan;DIETHYL 2-METHYL-3-OXOSUCCINATE,2.8229284995405015,82.97062932880074,two-sided,0.005955439771813342,[0.15 0.86],0.5168745462322144,6.432,0.9017089048498883,0.008978089604597398,True
X3792_309.144_1.975_nan,2.831858379886948,73.31265480183977,two-sided,0.005970752462880091,[0.16 0.92],0.5523582035407878,6.58,0.9350563510145652,0.008999681928465814,True
X81070_443.241_10.425_nan,2.8111179868927247,96.30993314614891,two-sided,0.005981640439525528,[0.14 0.81],0.4816295081930657,6.243,0.8576126489539317,0.009014598852339814,True
"X70836_213.185_9.291_nan;Spectral Match to 2-Butanone, 4-(2,6,6-trimethyl-2-cyclohexen-1-yl)- from NIST14",-2.7987401023333436,119.26111044944413,two-sided,0.005984772891963127,[-0.53 -0.09],0.3125990264071953,6.051,0.5026017747728713,0.009017824848148616,True
X22582_446.274_4.058_nan,-2.7970023577756753,119.91779146227253,two-sided,0.00601016786628993,[-0.53 -0.09],0.312729077563401,6.025,0.5029279794588952,0.009054589269313677,True
X71165_287.163_9.304_nan,-2.780184688930853,175.96849048346763,two-sided,0.006024045214257476,[-0.59 -0.1 ],0.3495024293983236,5.776,0.5942873110520296,0.009073992559315602,True
X91359_1221.345_12.638_nan;Contaminant vial septum ThermoFisher C5000-44B,2.848863664512158,59.18910359065281,two-sided,0.006026203575948071,[0.18 1.04],0.6372779879884841,6.871,0.9797541545568601,0.009075740088209354,True
X12758_322.201_3.13_nan,2.8086910846513815,95.94782669420505,two-sided,0.006027553340902019,[0.14 0.81],0.4819735923601791,6.205,0.8580993693077954,0.009076269456025366,True
X2474_180.102_1.119_nan,2.8458336447766053,60.37010448322872,two-sided,0.006042165871124593,[0.18 1.03],0.6273436508464753,6.818,0.9764950089722135,0.009096766368647922,True
X86475_438.321_10.961_nan;Spectral Match to Nonaethylene glycol from NIST14,-2.78027033289742,166.44240854363267,two-sided,0.006057221217851119,[-0.65 -0.11],0.3828367752366694,5.778,0.6730118142631349,0.00911792306501695,True
X5963_245.1_2.315_nan,2.834299093907668,66.9810526310934,two-sided,0.00606465094801285,[0.17 0.96],0.5827082007636302,6.621,0.9559447907201231,0.009127595831705484,True
X42153_414.175_5.713_nan,-2.778240062393985,167.84649284784214,two-sided,0.006088096777314036,[-0.64 -0.11],0.38076107884807286,5.748,0.6682875086524049,0.009161366418295137,True
X54832_239.164_7.079_nan,-2.776265001959551,175.85485716909395,two-sided,0.00609440943757015,[-0.59 -0.1 ],0.3487749418559408,5.72,0.592512287386258,0.009169348106302797,True
X28059_335.148_4.521_nan,2.8265437898125634,68.1202379403747,two-sided,0.006170602733236819,[0.16 0.95],0.5751454916179203,6.491,0.9513292113521552,0.009282448717834077,True
X35385_274.201_5.152_nan,2.8310083620934257,63.93969104174828,two-sided,0.006195778493494596,[0.17 0.99],0.5996357789665646,6.565,0.9650012041533869,0.009318778835873096,True
X62092_307.19_7.811_nan,2.7883992854573525,115.25834144416596,two-sided,0.006198210201866022,[0.13 0.75],0.4449665395399673,5.896,0.7992767182513565,0.009320894335985094,True
X86114_500.373_11.053_nan,2.8143795263491467,75.98863464193118,two-sided,0.006219664371002963,[0.15 0.9 ],0.538481448554012,6.295,0.9232475552488604,0.009351610461577467,True
X83901_430.389_10.758_nan,-2.7853807621714792,119.01461244803176,two-sided,0.006222869232217889,[-0.53 -0.09],0.3109857550001565,5.852,0.4985552045352757,0.009354882119597396,True
X88184_597.393_11.586_nan,2.8341933410899776,60.19298281934245,two-sided,0.006244586792348891,[0.18 1.03],0.6261204342550266,6.619,0.9760647471279253,0.009385978362710549,True
X56605_370.222_7.297_nan,-2.7995444471767996,90.76974055523971,two-sided,0.006251370635713313,[-0.82 -0.14],0.49196908644890175,6.063,0.8717478193609121,0.009394621788414121,True
X92314_772.49_13.047_nan;Spectral Match to 1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14,2.835500320976749,59.00264201624491,two-sided,0.006257814740307341,[0.18 1.04],0.6358040957866966,6.641,0.9792962748815404,0.00940275187884223,True
X9804_367.15_2.817_nan,2.802408321508451,85.76146805238821,two-sided,0.006269753512527218,[0.14 0.84],0.5052104077956775,6.107,0.8883845192079386,0.00941913399469555,True
X22210_360.181_3.892_nan,2.768711501575806,164.39715423822474,two-sided,0.006274460327112805,[0.11 0.65],0.38374767678624133,5.613,0.6750763755157426,0.009424647826550408,True
X88898_772.273_11.816_nan;Contaminants septum,2.833903990296111,59.01550392558423,two-sided,0.006284938718743671,[0.18 1.04],0.6353411353722984,6.614,0.9791506536972996,0.00943882768926618,True
"X89475_922.29_12.022_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2.8333659049285345,59.00029401304335,two-sided,0.0062947065868572336,[0.18 1.04],0.635344671897161,6.605,0.9791517693662314,0.009451935968242108,True
X26567_365.159_4.478_nan,2.8073963242082813,78.57866568072787,two-sided,0.0062960820925367054,[0.15 0.88],0.5279449491847563,6.185,0.9132407116102125,0.009452440288200747,True
X22021_504.337_4.013_nan,2.8283086891247895,60.6896597577967,two-sided,0.00633197697601474,[0.18 1.02],0.6210965909561523,6.521,0.9742275950747904,0.009504760552406474,True
X5706_222.112_2.275_nan,2.8055950931709557,75.33560926930927,two-sided,0.0063874728699670445,[0.15 0.9 ],0.5392536047161542,6.157,0.9239448597971207,0.00958648123699907,True
X56612_505.327_7.297_nan,2.7678121302069854,134.19204685618308,two-sided,0.006441266486299634,[0.12 0.71],0.4172780437029786,5.601,0.7469357460449625,0.009665620546861904,True
X70029_249.148_9.234_nan;PSEUDO-ANISATIN,2.7715600536814957,121.73476883585725,two-sided,0.006455482356874514,[0.12 0.73],0.43329112498703576,5.653,0.778043171614597,0.009685354057541761,True
X25064_424.195_4.273_nan,2.7980797887058335,78.17688506927321,two-sided,0.006470482628308939,[0.15 0.88],0.5275627204737072,6.041,0.9128601851958076,0.009706257722584537,True
X23211_410.18_4.111_nan,2.8009362693222744,75.00156529199303,two-sided,0.0064779048278482505,[0.15 0.9 ],0.539633292733191,6.085,0.9242859676651345,0.009715788633255739,True
X45738_386.18_5.877_nan,-2.7611828019847993,148.21783373310623,two-sided,0.006487726698038956,[-0.68 -0.11],0.4006619421637507,5.509,0.7123840641084986,0.009728914916472074,True
X33711_321.101_5.007_nan,2.806120874025935,68.82127837126544,two-sided,0.00651507550130969,[0.16 0.94],0.5674894601197917,6.165,0.9462708805876353,0.009768315708757866,True
X20448_432.187_3.846_nan;Spectral Match to Nonaethylene glycol from NIST14,2.8019011517303434,70.37643658789695,two-sided,0.006556525519033335,[0.16 0.93],0.559247635512431,6.1,0.9403693470554236,0.009828842542300261,True
X6968_428.154_2.615_nan,2.7950010748740026,75.9592862996401,two-sided,0.006567830975370001,[0.15 0.89],0.5348823274922297,5.995,0.9199330563201811,0.009844167363676897,True
X3706_358.113_1.807_nan,2.779193037155774,93.23570698397148,two-sided,0.006590938512474965,[0.14 0.81],0.48274728759990576,5.762,0.8591896727001023,0.009877173719370759,True
X1399_338.797_0.721_nan,2.7864941841856723,83.16637682448668,two-sided,0.006598904357460869,[0.14 0.85],0.5096307498282032,5.868,0.8935785319013066,0.009887481611409727,True
X62068_574.314_7.872_nan,-2.7637418277976447,119.0088958361166,two-sided,0.006623692156598745,[-0.53 -0.09],0.30856699645860247,5.544,0.4924887877968007,0.00992135240326125,True
X20988_274.18_3.92_nan,-2.750393266214174,163.4959397459711,two-sided,0.006623307456296913,[-0.65 -0.11],0.38227330211795874,5.364,0.6717320410749236,0.00992135240326125,True
X6389_323.123_2.407_nan,2.7675439635021664,108.21591212457156,two-sided,0.00664511243009404,[0.13 0.76],0.4524398163570501,5.597,0.8122042274578803,0.009951797432781257,True
X31114_410.18_4.753_nan,2.792341686426278,74.4608421242919,two-sided,0.006646298224498984,[0.15 0.9 ],0.5400684039778723,5.955,0.9246754328028822,0.00995193403444413,True
"X89945_906.258_12.064_nan;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2.7988565344820273,68.79889796251153,two-sided,0.006648377903767642,[0.16 0.94],0.5661301935281051,6.053,0.9453307588243841,0.009953408842591042,True
X84546_469.331_10.826_nan,2.7925332811482937,72.891661513652,two-sided,0.006674879290824632,[0.15 0.91],0.5464185351315424,5.958,0.9301870217280958,0.00999143933358208,True
X91630_546.384_12.732_nan;Isorenieratene,-2.748764341430649,151.85653940934645,two-sided,0.006707741097126561,[-0.55 -0.09],0.32392176571443554,5.342,0.5309735634151829,0.010038976469971142,True
X92029_1220.345_12.929_nan;Contaminant vial septum ThermoFisher C5000-44B,2.8095257343877384,59.03139099503647,two-sided,0.0067187812270777005,[0.17 1.04],0.6297472147281136,6.218,0.9773215148351604,0.010053844456318375,True
X86845_636.41_11.206_nan,-2.7561093345206684,123.73998609543558,two-sided,0.006734214866220685,[-0.53 -0.09],0.3100205795912905,5.44,0.49613433615896596,0.010074556528131166,True
X32998_232.137_4.936_nan,-2.7457084870220587,158.79310274650362,two-sided,0.006734838822919185,[-0.56 -0.09],0.32793253676163125,5.302,0.5409940168428841,0.010074556528131166,True
X18040_458.165_3.639_nan,2.780124023690071,81.82410831418453,two-sided,0.006740433673169887,[0.14 0.86],0.5124528490485466,5.775,0.8968019489842635,0.010081267142039909,True
X22750_328.139_4.082_nan,2.763564139062024,104.30913233626285,two-sided,0.006760226833955135,[0.13 0.77],0.4583572447080805,5.542,0.8220666104824452,0.010109207627355277,True
X25236_309.133_4.291_nan,2.78957207278784,70.88785041126849,two-sided,0.00677360015290374,[0.15 0.92],0.5544702988664868,5.914,0.9367228415549914,0.010127540304259301,True
X91013_1220.344_12.541_nan;Contaminant vial septum ThermoFisher C5000-44B,2.8060632636375207,59.04315133834055,two-sided,0.006782289763826847,[0.17 1.04],0.6288761939195665,6.164,0.9770248749238232,0.010138865263517541,True
X43765_330.242_5.857_nan,2.8031496467654753,60.29648152555781,two-sided,0.006797055697527272,[0.17 1.02],0.6184846825164455,6.119,0.9732267338601843,0.010159268519138247,True
X50800_550.346_6.606_nan,-2.745595310269555,144.6230147648589,two-sided,0.0068072054561938156,[-0.55 -0.09],0.319449270131448,5.301,0.5197770577291825,0.010172766602188391,True
X72547_349.201_9.488_nan,-2.7505184322619534,127.78945957301816,two-sided,0.006814168194160175,[-0.72 -0.12],0.42230040584535566,5.366,0.756932375465628,0.010181419413394984,True
X58073_371.184_7.485_nan,-2.751702007670979,124.39945516286924,two-sided,0.006815235212265934,[-0.72 -0.12],0.42672895627612545,5.381,0.765566783820146,0.010181419413394984,True
X44946_426.211_5.909_nan,-2.758489426235341,105.80854943082352,two-sided,0.006843237398654655,[-0.77 -0.13],0.4549438463818027,5.473,0.8164181319027367,0.010221572930600973,True
X4188_293.149_2.037_nan,2.7707877025497205,86.18929609826552,two-sided,0.006849023477738425,[0.14 0.84],0.49836596412931866,5.642,0.8799884831245456,0.010228535062351801,True
X76017_321.206_9.883_nan,2.7583351887926106,101.1763167745617,two-sided,0.006895564565937541,[0.13 0.78],0.4631082723243816,5.471,0.8297439782549084,0.010296349652406655,True
X31449_344.222_4.813_nan,2.766612318273966,86.94599180879399,two-sided,0.006918451273176614,[0.14 0.83],0.4956277596367885,5.584,0.8765078963935736,0.010328827418016712,True
"X91322_778.56_12.632_nan;[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,9S,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",2.798486446525132,59.04488433788393,two-sided,0.006923984432459574,[0.17 1.04],0.6271641845058824,6.047,0.9764322925985717,0.010333694428746298,True
X68358_315.158_8.925_nan,2.7886469171845416,65.44203824610878,two-sided,0.006923433654297799,[0.16 0.97],0.5817818639803132,5.9,0.9553991510517843,0.010333694428746298,True
X66987_307.19_8.696_nan,2.791573685117389,62.78914495721351,two-sided,0.00694081835501806,[0.16 0.99],0.5985586691490342,5.943,0.9644744849149419,0.010357118083673757,True
X57593_331.153_7.419_nan,-2.756860908465787,99.45744097691271,two-sided,0.006944067661661373,[-0.79 -0.13],0.46609531136686566,5.451,0.834460507203841,0.010360266357043848,True
X85916_487.36_11.009_nan,2.790758696378283,62.849301066791554,two-sided,0.006954622088904516,[0.16 0.99],0.597992861799906,5.931,0.9641952054281773,0.01037431075181622,True
X28811_279.122_4.585_nan;HYDROXYPHENYLLACTIC ACID,2.7823275845308575,66.99607662138882,two-sided,0.007004390554529841,[0.16 0.95],0.5719438310988553,5.807,0.9492622213292873,0.010446837093468721,True
X56699_312.238_7.306_nan,2.7940788030347408,59.000187365043644,two-sided,0.007009153999166353,[0.17 1.04],0.6265359200809807,5.981,0.9762116291260906,0.010452227023195093,True
X2441_249.123_1.067_nan,2.7488177542682672,107.67602035439099,two-sided,0.007015373224528,[0.12 0.76],0.4502540695956397,5.343,0.8084775322304537,0.010459785726042732,True
X10798_267.134_2.78_nan,2.759071327159597,89.66740694179853,two-sided,0.007026493481797436,[0.13 0.82],0.4874761950301897,5.481,0.8657300415071784,0.010474648095835759,True
X15465_298.148_3.41_nan,2.7924488011981903,59.13134965532974,two-sided,0.00703606424433574,[0.17 1.03],0.6251187231589048,5.956,0.9757074869285872,0.010487196083524681,True
X89750_474.309_12.103_nan,2.7913473883602835,59.03218297642956,two-sided,0.007060453018518106,[0.17 1.04],0.6256662294416431,5.94,0.9759033059371799,0.010521822462607215,True
X90803_774.252_12.449_nan;Contaminant vial septum ThermoFisher C5000-44B,-2.7247395803544308,177.98990481584195,two-sided,0.007077438329605265,[-0.6 -0.1],0.3504817785715158,5.036,0.5966738053090795,0.01054540630822207,True
X72212_243.159_9.454_nan,-2.7385247744334564,124.16732277431954,two-sided,0.0070796708982234615,[-0.53 -0.09],0.3082502943434244,5.209,0.4916945888914468,0.010547004392372227,True
X26052_402.233_4.361_nan,2.790245329282343,59.00008220003261,two-sided,0.007082728579469121,[0.17 1.04],0.625677159206679,5.924,0.975907201494885,0.0105498309705985,True
X20280_446.166_3.855_nan,2.766620026870824,76.9373791513479,two-sided,0.007089866209972121,[0.14 0.88],0.5259277642274334,5.584,0.9112184354603017,0.010558732773311468,True
X17597_237.133_3.482_nan,2.7874634545058754,60.09164453782543,two-sided,0.00710122751462252,[0.17 1.02],0.6165586620050497,5.882,0.97246808136941,0.010573920825900416,True
X89127_996.308_11.959_nan;Contaminant vial septum ThermoFisher C5000-44B,2.788603301057037,59.004873954388096,two-sided,0.007114301098311163,[0.17 1.04],0.6252704415646752,5.899,0.9757618833347504,0.010591653117053396,True
