Metabolite,T,dof,alternative,p-val,CI95%,cohen-d,BF10,power,p-bh,Significance
X47820_193.122_6.271_nan;Spectral Match to Perillaldehyde from NIST14,-2.9104965185542273,144.80900743349613,two-sided,0.004179262277465515,[-0.71 -0.13],0.4262328029452369,8.056,0.7646079455791239,0.0064633190383936836,True
X3870_321.144_2.028_nan,2.942200869902229,86.80074952723075,two-sided,0.004178467173197459,[0.17 0.86],0.5274859732835072,8.754,0.9127836297810177,0.0064633190383936836,True
X75053_515.262_9.774_nan,2.9126026936983367,137.204752920631,two-sided,0.004185487533041733,[0.14 0.72],0.43545587006283115,8.101,0.7820742192782181,0.006471845688846163,True
X9426_351.155_2.888_nan,2.9390271224772295,87.9189739406134,two-sided,0.0042050290219234916,[0.17 0.86],0.5238644020488009,8.682,0.9091137623064132,0.006500956277389626,True
X88201_540.426_11.577_nan,-2.917896509772127,119.24490071124615,two-sided,0.00421291780727442,[-0.54 -0.1 ],0.32589959017566833,8.214,0.535917742128267,0.006512045002335775,True
X73500_335.185_9.58_nan,-2.899011214768679,174.97982035738403,two-sided,0.004223013499405317,[-0.6  -0.11],0.3624985569057176,7.819,0.6256389173395226,0.006526540665747602,True
X81065_537.339_10.424_nan,2.97506782693717,59.00646982489168,two-sided,0.00423982104526352,[0.21 1.07],0.6670664916348396,9.551,0.9873263425684149,0.0065502893701845245,True
X19736_342.176_3.814_nan,2.9742542285804885,59.43366798429866,two-sided,0.004239274636635525,[0.21 1.06],0.663268858599524,9.53,0.9865229149869911,0.0065502893701845245,True
X84646_385.292_10.841_nan;Lagochilin,-2.896552571002599,176.6084789613318,two-sided,0.004250120703929287,[-0.63 -0.12],0.3813096472730506,7.769,0.6695386978341709,0.006565086211370213,True
X58754_345.169_7.513_nan,2.908016226052418,134.78323738615208,two-sided,0.004255013245129624,[0.14 0.72],0.437693388914828,8.004,0.7861960686809615,0.006571527165741217,True
X3974_311.123_2.112_nan,2.925412125499842,99.47366791233591,two-sided,0.004261567229987686,[0.16 0.81],0.4945588482043341,8.377,0.8751301779575481,0.006579414035498055,True
X87323_562.361_11.313_nan,2.969130625608633,61.15259218933561,two-sided,0.0042609003253287845,[0.2  1.04],0.648474383714756,9.401,0.9829599764254732,0.006579414035498055,True
X20739_342.154_3.897_nan,2.9128496792828953,119.03622626122146,two-sided,0.004278207075897861,[0.14 0.76],0.4592140640035019,8.106,0.8234670797583072,0.006603982807141486,True
"X88475_704.545_11.787_nan;[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] (1S,4aR,6aS,6bR,9S,10R,11R,12aR)-1,10,11-trihydroxy-9-(hydroxymethyl)-2,2,6a,6b,9,12a-hexamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylate",-2.8958808418918434,165.53084537428745,two-sided,0.004291801626087039,[-0.66 -0.13],0.3999367301449331,7.756,0.7108267030395522,0.006623843215817918,True
X6579_252.123_2.556_nan,2.9300285276497062,89.25661584597351,two-sided,0.00430265635075286,[0.16 0.85],0.5187381771634005,8.479,0.9037250606961094,0.006639469032763918,True
X91062_1147.325_12.558_nan;Contaminant vial septum ThermoFisher C5000-44B,2.969333062659208,59.03804968738607,two-sided,0.004308349410623451,[0.21 1.07],0.6655106955323599,9.406,0.9870023527481615,0.0066467489023711475,True
X2786_232.118_1.213_nan;Spectral Match to N-Acetyl-D-glucosamine from NIST14,-2.898167248781754,152.0442311505137,two-sided,0.0043088361230285465,[-0.57 -0.11],0.3416455582173382,7.802,0.5750222362099957,0.0066467489023711475,True
X53803_377.812_6.957_nan,-2.909738213602809,119.72554979423607,two-sided,0.004313912177384535,[-0.54 -0.1 ],0.325235187406849,8.04,0.5342574348917681,0.006653450299708259,True
X87273_772.493_11.312_nan;Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14,2.968828621568489,59.00042372538575,two-sided,0.004315418672633738,[0.21 1.07],0.6657192768303916,9.393,0.9870462006701467,0.006654644940906707,True
X43586_689.364_5.844_nan,-2.915038013499653,106.88839246489857,two-sided,0.004333121451292741,[-0.79 -0.15],0.47885149745910327,8.152,0.8536416978657114,0.0066808106215285054,True
X5580_340.269_2.252_nan,2.9668491581118603,59.00027542254425,two-sided,0.0043396196063793585,[0.21 1.07],0.6652766775141552,9.344,0.986953004832064,0.0066896950595457996,True
X46681_385.148_6.125_nan,-2.8984740099285444,139.89374982962096,two-sided,0.004354857925329607,[-0.56 -0.11],0.33457709632719856,7.808,0.5575351589665084,0.006712047509255262,True
X2383_305.157_0.976_nan,2.9649591543806246,59.001903284934684,two-sided,0.004362800719966631,[0.21 1.07],0.6648389566683283,9.297,0.9868602667467409,0.006723149855243493,True
X52434_417.21_6.786_nan,2.958328132416862,61.94360851022604,two-sided,0.004375378612863811,[0.2  1.03],0.6402813169281572,9.135,0.9806606410249195,0.006741389992909299,True
X77038_483.332_9.999_nan,-2.896182483241166,137.77657406887704,two-sided,0.004394634921213588,[-0.72 -0.14],0.4323207999257629,7.762,0.7762225668744948,0.006769912013499481,True
"X91598_772.49_12.722_nan;Spectral Match to 1,2-Dipalmitoleoyl-sn-glycero-3-phosphocholine from NIST14",2.962169231944072,59.01087396820802,two-sided,0.004397066960952169,[0.21 1.07],0.6641367951004301,9.229,0.9867103128549618,0.00677251106369255,True
X25509_395.17_4.309_nan,2.939148057340231,73.17681331710406,two-sided,0.004400974820845787,[0.18 0.93],0.5738697859143093,8.684,0.9505138309579098,0.006777381956492192,True
X57154_480.295_7.363_nan,2.9166157968477826,96.37374834418941,two-sided,0.004402028984022825,[0.16 0.82],0.4995660759197754,8.186,0.8814919693839645,0.006777857328151655,True
X9641_312.144_2.755_nan,2.9252756665768214,85.66434952378313,two-sided,0.004404032967049617,[0.16 0.86],0.5276367878523671,8.374,0.9129340199004283,0.006779794740334426,True
X15716_279.133_3.257_nan,2.8874145868957872,158.16746080340508,two-sided,0.0044281678217058555,[0.13 0.68],0.40765880986674996,7.587,0.7272021622626885,0.006815795130345292,True
X3723_266.175_1.946_nan,2.9276565170026343,81.1667530542752,two-sided,0.004430115750257701,[0.17 0.89],0.5417674171150788,8.426,0.9261815951080181,0.006817639201310599,True
X87138_772.491_11.097_nan;Spectral Match to 1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14,2.9558035363425574,59.00029231727256,two-sided,0.004476974097187178,[0.21 1.07],0.6627996989948256,9.075,0.986420671167444,0.006888584953735967,True
X45404_402.264_5.924_nan,-2.898370051978722,117.01617793622006,two-sided,0.004479798097782269,[-0.76 -0.14],0.45987975651071183,7.806,0.8245503267846026,0.006891763841799728,True
X24785_393.211_4.251_nan,2.954690106718859,59.06587395777663,two-sided,0.0044893930424391975,[0.21 1.07],0.6619925416999,9.048,0.9862432006509776,0.0069053563765618655,True
X91451_804.575_12.673_nan,2.9524196754975707,60.076877778219014,two-sided,0.004493179614589517,[0.2  1.05],0.6531632494030751,8.994,0.9841675894748562,0.0069100116806237975,True
"X69244_291.159_9.11_nan;(1S,5R,9S,13R)-14-(hydroxymethyl)-5,9-dimethyltetracyclo[11.2.1.0¹,¹�?�.0�?�,�?�]hexadec-14-ene-5-carboxylic acid",-2.878991117021984,172.608676078613,two-sided,0.004494437127254271,[-0.65 -0.12],0.38747944496302433,7.424,0.6834779083772577,0.006910776654996759,True
X82246_380.337_10.569_nan,2.934823485914198,70.72368231388225,two-sided,0.004497841006453492,[0.18 0.95],0.5841180230445508,8.586,0.9567648751527958,0.006914841127946424,True
X72730_403.211_9.506_nan,2.9050770880137784,100.15771999755802,two-sided,0.004518765769124564,[0.15 0.81],0.48975056024304264,7.943,0.8688001423402189,0.006945601845498834,True
X17015_398.18_3.663_nan,2.930130191870857,73.0151229030763,two-sided,0.0045193775316730205,[0.18 0.93],0.5728066796225724,8.481,0.9498260384403117,0.006945601845498834,True
X3008_333.116_1.433_nan,2.9443878498388605,63.182466240924086,two-sided,0.004523673906780575,[0.19 1.02],0.628650050561014,8.805,0.9769473259850214,0.006950555725047109,True
X90778_742.546_12.464_MGDG (14:0/18:3),-2.8940173089737327,119.18851510029621,two-sided,0.00452412987030673,[-0.54 -0.1 ],0.3232037342797778,7.718,0.5291774213422336,0.006950555725047109,True
X29490_351.143_4.655_nan,2.9139792361766137,87.31375091761227,two-sided,0.00453173693326436,[0.16 0.86],0.5210263892195027,8.13,0.9061587658931829,0.0069610664296738565,True
X23915_250.107_4.171_nan,2.881724470655828,148.92054712802275,two-sided,0.004540090059505905,[0.13 0.69],0.41735942515546737,7.477,0.7470994357166681,0.006972719395443866,True
X19982_330.154_3.828_nan,2.9341651629460372,68.62825666481814,two-sided,0.004544546246826446,[0.18 0.97],0.5943808294019752,8.571,0.962369647886064,0.006978384474944442,True
X79275_756.492_10.206_nan;SQDG(14:0/16:1); [M+NH4]+ C39H76N1O12S1,2.93397887541931,68.49590088429431,two-sided,0.00454946422196645,[0.18 0.97],0.595031282926246,8.567,0.9627038915541822,0.006984756620418602,True
X78909_365.232_9.983_nan,2.936420219361498,66.48347794618537,two-sided,0.004556968303767377,[0.19 0.98],0.6065137697997118,8.622,0.9682153963798109,0.006995096373096909,True
X36456_428.191_5.262_nan,-2.873958547100351,171.30765025511468,two-sided,0.00456728265400698,[-0.65 -0.12],0.38890062930746855,7.328,0.686653086105439,0.007009745761348998,True
X3112_337.139_1.597_nan,2.9180678999767893,79.34113261099475,two-sided,0.004580412767376842,[0.17 0.89],0.5460982890074076,8.217,0.9299167094995754,0.007028711034766285,True
X23358_440.19_4.122_nan,2.925794396681642,72.30898510297514,two-sided,0.0045879731770578506,[0.18 0.94],0.5750528259825209,8.385,0.951270347189543,0.007039124557173469,True
X87153_391.341_11.266_nan;Spectral Match to Nonaethylene glycol from NIST14,-2.877616635870045,150.5103649272374,two-sided,0.004589981099965674,[-0.69 -0.13],0.4149729350701441,7.398,0.7422762323590673,0.007041017067806294,True
X576_206.118_0.634_nan,-2.8838912275016297,124.54602009169594,two-sided,0.004629336451593353,[-0.74 -0.14],0.44703264577812557,7.519,0.8029030965469607,0.0071001901177271875,True
"X90831_1148.324_12.512_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",2.9406100879202928,59.083337107268186,two-sided,0.004670377009181359,[0.2  1.06],0.6586905662988753,8.718,0.985496203880064,0.007160719690974184,True
X50572_353.138_6.591_nan,2.924321184657366,68.85359172942337,two-sided,0.004669764364563961,[0.18 0.96],0.5912279568522861,8.353,0.9607146842201382,0.007160719690974184,True
X26850_368.17_4.403_nan,2.913643788673965,77.17178269207281,two-sided,0.004671353816557118,[0.17 0.91],0.5530060849530287,8.123,0.9355711275713743,0.007161009762289213,True
X3461_210.17_1.666_nan,2.9403213651046056,59.00019683709458,two-sided,0.004676308396970937,[0.2  1.06],0.659328836931055,8.711,0.9856432614544369,0.007166842672309333,True
X11297_224.164_2.984_nan,2.864779861570225,177.48543930685776,two-sided,0.004676735324990241,[0.12 0.63],0.37392708179893175,7.157,0.6525467855545627,0.007166842672309333,True
X11412_372.259_3.0_nan,2.937882921597233,59.42257247414515,two-sided,0.004697590155771437,[0.2  1.06],0.6552495448238316,8.656,0.9846808593582161,0.007197588422021218,True
X42699_325.164_5.827_nan,2.9071611115311113,81.19663879248064,two-sided,0.004700768754570484,[0.17 0.88],0.5378780490812027,7.987,0.9226992729439283,0.007201245074398457,True
X70535_407.206_9.253_nan,-2.8628807921893102,172.53588599418043,two-sided,0.004718509102119908,[-0.64 -0.12],0.38543281591225115,7.122,0.6788815794463798,0.007227204305335951,True
X7938_306.169_2.649_nan,2.9065145474802994,78.34999663850553,two-sided,0.004750380134940961,[0.17 0.9 ],0.547392090794168,7.973,0.9310038505068395,0.00727393507169065,True
X57504_356.206_7.407_nan,-2.882745352894666,108.9221791218841,two-sided,0.0047506188358665945,[-0.78 -0.14],0.4700847288941207,7.496,0.8406266654556791,0.00727393507169065,True
X64853_396.237_8.571_nan,2.905957397087721,78.48998927443672,two-sided,0.004755927142721757,[0.17 0.9 ],0.5467921890353233,7.962,0.9305013990580601,0.0072808367707739045,True
X73342_271.169_9.581_nan,-2.860212705587587,160.95708897321566,two-sided,0.0047953212596085,[-0.67 -0.12],0.40057650416740087,7.074,0.7122007958597556,0.007339909241138128,True
X5688_307.128_2.257_nan,2.900984920870432,78.30242641684852,two-sided,0.004827321455322743,[0.17 0.9 ],0.5465191155190038,7.859,0.930271753471768,0.0073876463005881805,True
X1429_340.793_0.724_nan,2.89557088312005,82.70831914130588,two-sided,0.00483988020266263,[0.16 0.87],0.5309783008175447,7.75,0.916216630439046,0.007405619455168064,True
X36065_393.154_5.156_nan,-2.860823346795345,145.97206533352443,two-sided,0.004846088417819908,[-0.7  -0.13],0.4176450769696072,7.085,0.7476735510100257,0.007413871091169209,True
X67281_415.247_8.756_nan,2.892653394599315,84.86128766398996,two-sided,0.004852330269984036,[0.16 0.86],0.5240401551442068,7.691,0.9092944637603702,0.007422171402203037,True
X18334_414.175_3.829_nan,2.9077812571470045,70.11478603558992,two-sided,0.004870778051900514,[0.18 0.95],0.5816360859984725,8.0,0.9553127898794649,0.007449136088793856,True
X41166_211.096_5.64_nan,2.867644046979322,120.90062057287864,two-sided,0.00488067871059309,[0.14 0.75],0.4494651135770173,7.21,0.8071213110509154,0.007463022340516712,True
X91050_1146.325_12.486_nan;Contaminant vial septum ThermoFisher C5000-44B,2.923803961726584,59.121807692346735,two-sided,0.004894814045015327,[0.2  1.06],0.6546037614432821,8.341,0.9845235329291915,0.007483378055705289,True
"X91372_906.258_12.697_nan;(3S,4R)-7-hydroxy-3-[(3S,4R)-7-hydroxy-4-(4-hydroxyphenyl)-2-oxo-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-3-yl]-4-(4-hydroxyphenyl)-5-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-3,4-dihydrochromen-2-one",2.907531979761062,68.73397173679649,two-sided,0.004900787497805657,[0.18 0.96],0.5884437775336665,7.994,0.9592044479363293,0.007491250828858277,True
X19998_444.186_3.866_nan,2.9034176064755477,70.9898726063632,two-sided,0.004915295469213727,[0.18 0.94],0.5766238716093789,7.909,0.9522606597720031,0.007512164465639805,True
X2793_323.123_1.156_nan,2.877988821417621,97.48251588574475,two-sided,0.0049181686956791095,[0.15 0.81],0.49060793275394776,7.405,0.8699448028849186,0.007515292400187304,True
X75464_311.257_9.814_nan;Spectral Match to Pinolenic acid from NIST14,2.89456033365994,77.94743737100121,two-sided,0.004922736434255091,[0.17 0.9 ],0.5465714682685268,7.729,0.9303158255614045,0.007521008176818565,True
X65478_287.164_8.313_nan,-2.8660613042126117,116.82704725692676,two-sided,0.004930713276270022,[-0.76 -0.14],0.4550306176728626,7.181,0.8165630906541959,0.007531929621614086,True
X1183_284.85_0.703_nan,2.872159456944783,101.64485382766163,two-sided,0.004962754202268957,[0.15 0.8 ],0.48132052528699343,7.294,0.8571746193501822,0.00757960040433888,True
X91354_694.522_12.649_nan,2.91846045547312,59.01592191368595,two-sided,0.004971402280443691,[0.2  1.06],0.6542945807257472,8.226,0.9844477203178529,0.007591533344607665,True
X13477_282.206_3.216_nan,2.8606080826025706,121.58463340564188,two-sided,0.004978743161222931,[0.14 0.74],0.44741848968336845,7.081,0.8035759002780098,0.007601466468822651,True
X59562_358.274_7.69_nan,-2.8425115549961038,177.02540856150398,two-sided,0.005002032210345263,[-0.6  -0.11],0.36003433536429086,6.761,0.6197507057924451,0.007635741581003884,True
X53771_383.806_6.95_nan,-2.859900510846606,119.33724121694709,two-sided,0.0050038758805565535,[-0.54 -0.1 ],0.31946861749539834,7.068,0.5198255312014107,0.0076372737126104056,True
X89853_832.523_12.132_nan,-2.8541329104145676,131.18435085752395,two-sided,0.005017151231355934,[-0.55 -0.1 ],0.3248520479415347,6.964,0.5332997208514232,0.00765625025100506,True
X24498_456.186_4.175_nan,2.8828900274211455,81.19248942768263,two-sided,0.005041555389672699,[0.16 0.88],0.5334007571279976,7.499,0.9185376308851082,0.007692200302551465,True
X77619_217.122_10.045_nan;Spectral Match to (-)-Perillyl alcohol from NIST14,-2.8391677372950466,177.00859413856722,two-sided,0.005052457533710892,[-0.63 -0.11],0.37248099223500375,6.703,0.6491809032974886,0.007707540922231448,True
X40594_370.28_5.59_nan,2.8640383761143564,104.00738536065937,two-sided,0.005060494848490073,[0.14 0.79],0.475568150206559,7.144,0.8488533918260782,0.00771850682141784,True
X7557_321.153_2.548_nan,2.8663343293724677,98.79223704511098,two-sided,0.005075045136388568,[0.15 0.81],0.485937939562552,7.186,0.8636258355231562,0.007739401271392966,True
"X92100_1222.344_12.947_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-10-[(E)-2-methylbut-2-enoyl]oxy-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",2.9093667891680774,59.027542983714156,two-sided,0.005099034196487947,[0.2  1.06],0.6521585193180314,8.033,0.9839151895844019,0.007774680347890058,True
X70266_357.205_9.218_nan,2.8853189016089487,74.87947004929305,two-sided,0.005104948431901143,[0.17 0.91],0.5563747164136541,7.546,0.9381967508164217,0.007782392881094097,True
X88625_772.49_11.746_nan;Spectral Match to 1-Palmitoyl-2-linoleoyl-sn-glycero-3-phosphocholine from NIST14,2.9087388161809464,59.00176575329816,two-sided,0.005108681607095779,[0.2  1.06],0.6522337064002482,8.02,0.9839341960995273,0.007786778402634506,True
X37470_652.41_5.316_nan,2.907507536257604,59.018389967687604,two-sided,0.005125814937910504,[0.2  1.06],0.6518183626330537,7.994,0.9838289605225984,0.007811583877888419,True
X84540_536.394_10.747_nan,-2.8429621688325812,142.39868110251942,two-sided,0.005127376192287093,[-0.56 -0.1 ],0.3295378803651329,6.768,0.5449979453846877,0.00781265365179726,True
X91205_772.236_12.571_nan;Contaminants septum vial Thermo C4000-53 and C4000-54 serie,2.907159525520471,59.00006430575252,two-sided,0.005131294795220376,[0.2  1.06],0.6518938362256278,7.987,0.9838481270460566,0.00781731438976938,True
X74136_301.179_9.546_nan,2.875364562268299,82.15932249090748,two-sided,0.005137826679978429,[0.16 0.87],0.5289625691614002,7.355,0.9142477441484773,0.007825954125375085,True
X6166_323.16_2.431_nan,2.87852151809951,78.45438102795625,two-sided,0.005146375465181017,[0.16 0.89],0.5417542792022995,7.415,0.9261700374139683,0.007837662601243852,True
X90077_723.531_12.206_nan,-2.8474489319522367,125.60217840808828,two-sided,0.005150104365617239,[-0.54 -0.1 ],0.3212374154632527,6.846,0.5242558392979421,0.007842027950459208,True
X14958_367.15_3.36_nan,2.8634445773513333,95.01060219760907,two-sided,0.005156701600521071,[0.15 0.82],0.49340434098983527,7.133,0.8736301115592532,0.007850758699252775,True
X87858_755.487_11.46_nan,-2.8467149086302252,119.05172388421992,two-sided,0.005203820000574885,[-0.54 -0.1 ],0.3178523052387005,6.833,0.5157750639748149,0.007921167159756715,True
X86943_603.223_11.203_nan,2.9017482408255355,59.00545142354928,two-sided,0.005209172431001173,[0.19 1.06],0.6506353690260555,7.875,0.9835259832756191,0.007927987235129337,True
X82318_415.303_10.568_nan,2.8889597288975613,65.81381487768,two-sided,0.005227834372524258,[0.18 0.98],0.6005342810262159,7.618,0.9654356634208341,0.007955057759831054,True
X86198_510.4_11.068_nan,2.8941764875142497,61.56967801504138,two-sided,0.005251978271988427,[0.19 1.02],0.6290640569989283,7.722,0.9770891296149532,0.007990459579805684,True
X17495_369.154_3.707_nan,2.8668672601662286,81.05670460608907,two-sided,0.005280810148377576,[0.16 0.88],0.5308700445725472,7.196,0.9161117604132833,0.00803298073766922,True
X89219_635.286_11.947_nan,-2.8407426819002595,119.22725078410365,two-sided,0.005294636736083649,[-0.54 -0.1 ],0.31727344013578324,6.73,0.5143240302148973,0.008052665975990721,True
X4505_284.206_2.044_nan,2.8903238981794366,61.808095878078774,two-sided,0.005302797533694518,[0.19 1.02],0.6265220549974062,7.645,0.9762067398103728,0.008063728913923826,True
X75268_423.334_9.805_nan,-2.8386573765084417,119.08102922582042,two-sided,0.0053281327702252405,[-0.54 -0.1 ],0.3169673103215763,6.694,0.5135565840945958,0.008099545752698192,True
X89332_997.309_11.989_nan;Contaminant vial septum ThermoFisher C5000-44B,2.8936515970733834,59.00712903448281,two-sided,0.005327924702266013,[0.19 1.05],0.648805936043209,7.711,0.9830478818085173,0.008099545752698192,True
X88668_1295.364_11.756_nan;Contaminant vial septum ThermoFisher C5000-44B,2.8902981268568935,60.0624667689179,two-sided,0.005348844618015165,[0.19 1.04],0.6395328854079054,7.644,0.9804380328613034,0.00812967155917651,True
"X83415_727.536_10.707_nan;Spectral Match to 1,2-Dipentadecanoyl-sn-glycero-3-phosphocholine from NIST14",2.8914409065488043,59.01398449803829,two-sided,0.0053606027836913305,[0.19 1.05],0.648253156558089,7.667,0.9829011053729434,0.008146180930857692,True
X22882_358.207_4.085_nan,2.889720904152853,59.00113930101722,two-sided,0.0053866662593683836,[0.19 1.05],0.6479744908942712,7.633,0.9828267019697705,0.008184420058518941,True
X21124_350.196_3.687_nan,-2.821785388326384,157.12556638329676,two-sided,0.005392975616306301,[-0.67 -0.12],0.39956932439492787,6.414,0.7100362055489918,0.008192637310519111,True
X77914_412.269_10.069_nan,2.8585345455062723,81.34771218495715,two-sided,0.005403879582325291,[0.16 0.87],0.5284021499537923,7.043,0.9136942435667831,0.008207830464834871,True
X77679_375.216_10.058_nan,2.8332433955831187,114.15901609928557,two-sided,0.005449447433313304,[0.13 0.76],0.4537683851249388,6.603,0.8144473967334992,0.008274726745149258,True
X52408_381.808_6.785_nan,-2.830952549534326,119.08043218881365,two-sided,0.005449743043329714,[-0.53 -0.09],0.31610668349211074,6.565,0.5113988058614312,0.008274726745149258,True
X1620_215.016_0.823_nan,2.88535781090643,59.01411547882214,two-sided,0.00545201574663817,[0.19 1.05],0.6468882545953353,7.547,0.9825340315673463,0.008275413550656802,True
X36936_323.148_5.336_nan,2.861269459992311,75.75247821083546,two-sided,0.005451378244715843,[0.16 0.91],0.5483509055123897,7.093,0.931801092053123,0.008275413550656802,True
X66590_390.212_8.65_nan,2.8791302508411882,62.124641089714515,two-sided,0.005463100848708768,[0.18 1.02],0.6218746898478299,7.427,0.974519631423496,0.008290855102063115,True
X17165_277.101_3.573_nan,2.8510502454132487,83.61940768168262,two-sided,0.005487335139527126,[0.15 0.86],0.5200944932532341,6.91,0.9051731548445536,0.008326243506104912,True
X33317_409.149_5.049_nan,-2.8235886231086886,130.94383756494068,two-sided,0.005491533121318303,[-0.72 -0.13],0.42960184431091514,6.443,0.7710760723937081,0.00833122294994594,True
X90492_549.285_12.352_nan,-2.8264202968583407,123.29067825538147,two-sided,0.005493587892469277,[-0.54 -0.09],0.31770427816989055,6.489,0.5154040247126231,0.008332949802857969,True
X76640_828.34_9.949_nan,2.8385204085178177,99.42845407519856,two-sided,0.005495344111029865,[0.14 0.8 ],0.47995846104333084,6.692,0.8552328395380961,0.008334223295660307,True
X16890_398.144_3.522_nan,2.840713333535664,95.33830202722808,two-sided,0.005503704056825911,[0.14 0.81],0.4887766646660731,6.73,0.867491495603257,0.008345509887368444,True
X34782_302.074_5.086_nan,-2.8128016185464007,158.21029873485767,two-sided,0.005533967370034013,[-0.57 -0.1 ],0.33554586833895506,6.269,0.5599392492403221,0.008390000221502292,True
"X89491_923.29_12.025_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4R,6aR,6bS,8aS,14bR)-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-8a-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxycarbonyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-3,4,5-trihydroxyoxane-2-carboxylic acid",2.8787360685287298,59.00155756381587,two-sided,0.005553524730731577,[0.19 1.05],0.6455078434987545,7.419,0.9821559642605241,0.008418247224376707,True
X2622_262.143_1.122_nan,2.8387316182082913,92.77427668908852,two-sided,0.005564446055366409,[0.15 0.82],0.49414183935892647,6.696,0.8745897946854636,0.008433396155257775,True
X88775_1296.362_11.792_nan;Contaminant vial septum ThermoFisher C5000-44B,2.873469083619654,61.463643080016126,two-sided,0.005567330652649629,[0.18 1.02],0.6253239801637467,7.319,0.9757810543781917,0.008436361715648405,True
X85559_218.19_10.953_nan,-2.812053745249201,152.19806379031027,two-sided,0.005571586539267702,[-0.56 -0.1 ],0.3315880947651697,6.258,0.5501048127745242,0.008441403901853347,True
X31359_490.284_4.81_nan,2.876170867376882,59.000230904414444,two-sided,0.0055932135427874995,[0.19 1.05],0.6449436394296284,7.37,0.981999442239826,0.008472758668947675,True
X64294_467.169_8.313_nan,2.8758624156207273,59.00619315405355,two-sided,0.005597827873750022,[0.19 1.05],0.6448250543574182,7.364,0.9819663957938906,0.008478336003354188,True
X12946_321.144_3.18_nan,2.8298892970175036,100.62961675890459,two-sided,0.005622031885677742,[0.14 0.79],0.47616507497337807,6.547,0.849731587784575,0.008513576599697205,True
X91191_532.351_12.606_nan,2.874031492622179,59.01813133129498,two-sided,0.005625967444139666,[0.19 1.05],0.64431569022001,7.33,0.9818238609468641,0.008518117569045436,True
X88700_460.399_11.783_nan,-2.819717911975351,119.35125776252981,two-sided,0.005629668602124733,[-0.53 -0.09],0.3149869457165579,6.38,0.5085909197087373,0.008522302186233444,True
"X89558_1178.207_12.045_nan;(2S,3S,4S,5R,6R)-6-[[(3S,4S,6aR,6bS,8R,8aR,9R,10R,12aS,14bR)-10-acetyloxy-8a-(acetyloxymethyl)-8,9-dihydroxy-4-(hydroxymethyl)-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicen-3-yl]oxy]-4-hydroxy-3,5-bis[[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy]oxane-2-carboxylic acid",2.8735790231727854,59.001988391928435,two-sided,0.005633491545385085,[0.19 1.05],0.6443478949146908,7.321,0.9818329011017992,0.00852666974040972,True
X26700_430.228_4.408_nan,2.8726291327541666,59.4611513163795,two-sided,0.005635203145365862,[0.19 1.05],0.6403844857082601,7.303,0.9806911573497665,0.008527840711995076,True
X23157_348.18_4.012_nan,-2.800627603180495,177.37144189125934,two-sided,0.005666186043578766,[-0.6 -0.1],0.355920792081991,6.08,0.609860099146957,0.008573300633752395,True
X65157_310.216_8.44_nan,-2.8144984015013494,123.56801922156129,two-sided,0.005686651054515198,[-0.54 -0.09],0.31650260806870667,6.296,0.5123915175465543,0.008602833841539464,True
